NUMBER,ICAO,NAME,COUNTRY,LAT,LON,ELEV,latitude,longitude
10010,ENJA,JAN MAYEN(NOR-NAVY),NO,7056N,00840W,9.0,70.93333333333334,-8.666666666666666
10014,ENSO,STORD/SOERSTOKKEN,NO,5948N,00521E,49.0,59.8,5.35
10015,ENBL,FORDE/BRINGELAND,NO,6127N,00552E,150.0,61.45,5.866666666666667
10017,ENFR,FRIGG,NO,5956N,00200E,,59.93333333333333,2.0
10030,,HORNSUND RIVER,NO,7700N,01530E,12.0,77.0,15.5
10040,ENAS,NY-ALESUND II,NO,7855N,01156E,8.0,78.91666666666667,11.933333333333334
10080,ENSB,SVALBARD/LONGYEAR,NO,7815N,01528E,29.0,78.25,15.466666666666667
10100,ENAN,ANDOYA/ANDENES(AFB),NO,6918N,01609E,14.0,69.3,16.15
10150,,HEKKINGEN (LGT-H),NO,6936N,01750E,14.0,69.6,17.833333333333332
10160,,SENJA/GRASMYRSKOGEN,NO,6917N,01746E,50.0,69.28333333333333,17.766666666666666
10230,ENDU,BARDUFOSS (CIV/MIL),NO,6903N,01833E,79.0,69.05,18.55
10250,ENTC,TROMSO/LANGNES,NO,6941N,01855E,10.0,69.68333333333334,18.916666666666668
10280,ENBJ,BJORNOYA ISLAND,NO,7431N,01901E,14.0,74.51666666666667,19.016666666666666
10320,,OVERBYGD,NO,6901N,01917E,78.0,69.01666666666667,19.283333333333335
10330,,TORSVAG (LGT-H),NO,7015N,01930E,24.0,70.25,19.5
10340,,FUGLOYKALVEN (LH),NO,7019N,02009E,37.0,70.31666666666666,20.15
10350,,KVESMENES-RYENG,NO,6915N,01959E,37.0,69.25,19.983333333333334
10410,,NORDREISA,NO,6945N,02102E,4.0,69.75,21.033333333333335
10430,,LOPPA,NO,7020N,02128E,11.0,70.33333333333333,21.466666666666665
10435,ENHK,HASVIK,NO,7029N,02209E,10.0,70.48333333333333,22.15
10450,,NORDSTRAUM I KVAENA,NO,6950N,02153E,6.0,69.83333333333333,21.883333333333333
10460,ENSR,SORKJOSEN,NO,6947N,02058E,6.0,69.78333333333333,20.966666666666665
10470,ENKA,KAUTOKEINO II,NO,6901N,02304E,330.0,69.01666666666667,23.066666666666666
10490,ENAT,ALTA AIRPORT,NO,6959N,02322E,3.0,69.98333333333333,23.366666666666667
10510,,SOLOVOMI,NO,6935N,02332E,374.0,69.58333333333333,23.533333333333335
10520,ENHF,HAMMERFEST,NO,7040N,02340E,81.0,70.66666666666667,23.666666666666668
10550,,FRUHOLMEN (LGT-H),NO,7106N,02400E,14.0,71.1,24.0
10570,,CUOVDATMAKKI,NO,6922N,02426E,286.0,69.36666666666666,24.433333333333334
10590,ENNA,BANAK/LAKSELV (AFB),NO,7004N,02459E,8.0,70.06666666666666,24.983333333333334
10620,ENHO,HOPEN ISLAND,NO,7630N,02504E,10.0,76.5,25.066666666666666
10650,,KARASJOK,NO,6928N,02530E,133.0,69.46666666666667,25.5
10660,,HELNES (LGT-H),NO,7104N,02614E,33.0,71.06666666666666,26.233333333333334
10680,ENHV,HONNINGSVAG/VALAN,NO,7101N,02559E,14.0,71.01666666666667,25.983333333333334
10740,ENMH,MEHAMN,NO,7102N,02750E,13.0,71.03333333333333,27.833333333333332
10750,,RUSTEFJELBMA,NO,7024N,02812E,11.0,70.4,28.2
10780,,SLETNES (LGT-H),NO,7105N,02814E,10.0,71.08333333333333,28.233333333333334
10830,ENBV,BERLEVAG,NO,7052N,02902E,13.0,70.86666666666666,29.033333333333335
10840,,PASVIK,NO,6910N,02915E,54.0,69.16666666666667,29.25
10880,ENVD,VADSO,NO,7004N,02951E,39.0,70.06666666666666,29.85
10885,ENBS,BATSFJORD,NO,7038N,02944E,10.0,70.63333333333334,29.733333333333334
10890,ENKR,KIRKENES (CIV/MIL),NO,6944N,02954E,91.0,69.73333333333333,29.9
10920,,MAKKAUR (LGT-H),NO,7042N,03005E,9.0,70.7,30.083333333333332
10970,ENSS,SVARTNES,NO,7021N,03103E,12.0,70.35,31.05
10980,,VARDO,NO,7022N,03106E,15.0,70.36666666666666,31.1
11020,,SKLINNA (LGT-H),NO,6512N,01100E,16.0,65.2,11.0
11030,,LEKA ISLAND,NO,6506N,01142E,47.0,65.1,11.7
11060,,ROST II ISLAND,NO,6730N,01205E,11.0,67.5,12.083333333333334
11070,ENRS,ROST (NOR-AFB),NO,6731N,01206E,4.0,67.51666666666667,12.1
11080,,VEGA-VALLSJO,NO,6542N,01151E,2.0,65.7,11.85
11120,ENBN,BRONNOYSUND/BRONNOY,NO,6528N,01213E,9.0,65.46666666666667,12.216666666666667
11133,ENDI,DAGALI,NO,6025N,00831E,798.0,60.416666666666664,8.516666666666667
11150,,MYKEN ISLAND,NO,6646N,01229E,21.0,66.76666666666667,12.483333333333333
11160,ENST,SANDNESSJOEN/STOKKA,NO,6558N,01228E,17.0,65.96666666666667,12.466666666666667
11210,,NORD-SOLVAER,NO,6624N,01237E,10.0,66.4,12.616666666666667
11220,ENMS,MOSJOEN/KJAERSTAD &,NO,6548N,01308E,70.0,65.8,13.133333333333333
11340,,MAJAVATN III,NO,6511N,01325E,339.0,65.18333333333334,13.416666666666666
11370,,STOTT,NO,6656N,01327E,12.0,66.93333333333334,13.45
11380,,TENNHOLMEN (LGT-H),NO,6718N,01330E,14.0,67.3,13.5
11410,ENLK,LEKNES,NO,6809N,01337E,26.0,68.15,13.616666666666667
11470,,SUSENDAL-BJORMO,NO,6531N,01401E,265.0,65.51666666666667,14.016666666666667
11490,,NERDAL I RANA,NO,6616N,01359E,39.0,66.26666666666667,13.983333333333333
11510,ENRA,MOIRANA,NO,6622N,01418E,70.0,66.36666666666666,14.3
11520,ENBO,BODO VI (CIV/MIL),NO,6716N,01422E,13.0,67.26666666666667,14.366666666666667
11540,,LITLOY FYR,NO,6835N,01418E,50.0,68.58333333333333,14.3
11550,,BO I VESTERALEN II,NO,6838N,01428E,13.0,68.63333333333334,14.466666666666667
11600,,SKROVA (LGT-H),NO,6809N,01439E,11.0,68.15,14.65
11610,ENSH,SVOLVAER/HELLE,NO,6815N,01440E,9.0,68.25,14.666666666666666
11620,ENSK,STORKMARKNES/SKAGEN,NO,6835N,01501E,3.0,68.58333333333333,15.016666666666667
11670,,SORTLAND,NO,6842N,01525E,3.0,68.7,15.416666666666666
11690,,SALTDAL,NO,6651N,01519E,81.0,66.85,15.316666666666666
11720,,FINNOY I HAMAROY,NO,6800N,01537E,53.0,68.0,15.616666666666667
11830,ENEV,EVENES (CIV/MIL)  &,NO,6831N,01641E,26.0,68.51666666666667,16.683333333333334
11890,,LILAND,NO,6829N,01653E,19.0,68.48333333333333,16.883333333333333
11910,,SKJOMEN-SLETTJORD,NO,6817N,01719E,6.0,68.28333333333333,17.316666666666666
11940,ENNK,NARVIK III/FRAMNES,NO,6828N,01730E,23.0,68.46666666666667,17.5
11960,,TENEVOLL,NO,6854N,01749E,20.0,68.9,17.816666666666666
11990,,SICCAJAVRE,NO,6845N,02332E,382.0,68.75,23.533333333333335
12030,,KRAKENES (LGT-H),NO,6202N,00459E,40.0,62.03333333333333,4.983333333333333
12050,,SVINOY (LGT-H),NO,6220N,00516E,41.0,62.333333333333336,5.266666666666667
12090,ENOV,ORSTA-VOLDA/HOVDEN,NO,6211N,00604E,74.0,62.18333333333333,6.066666666666666
12100,ENAL,ALESUND/VIGRA,NO,6234N,00607E,22.0,62.56666666666667,6.116666666666666
12120,,ONA II,NO,6252N,00632E,15.0,62.86666666666667,6.533333333333333
12170,ENML,MOLDE/ARO,NO,6245N,00716E,3.0,62.75,7.266666666666667
12180,,TAFJORD,NO,6214N,00725E,17.0,62.233333333333334,7.416666666666667
12230,ENKB,KRISTIANSUND/KVERNB,NO,6307N,00750E,62.0,63.11666666666667,7.833333333333333
12240,,SKALMEN (LGT-H),NO,6328N,00745E,13.0,63.46666666666667,7.75
12270,,TINGVOLL-HANEM,NO,6251N,00818E,69.0,62.85,8.3
12280,,SULA,NO,6351N,00827E,28.0,63.85,8.45
12310,,LESJASKOG,NO,6214N,00822E,621.0,62.233333333333334,8.366666666666667
12320,,VINJEORA II,NO,6312N,00900E,47.0,63.2,9.0
12380,,FOKSTUA II,NO,6207N,00917E,974.0,62.11666666666667,9.283333333333333
12400,,HALTEN (LGT-H),NO,6410N,00925E,16.0,64.16666666666667,9.416666666666666
12410,ENOL,ORLAND III(NOR-AFB),NO,6342N,00936E,7.0,63.7,9.6
12450,,OPPDAL-BJORKE,NO,6236N,00941E,630.0,62.6,9.683333333333334
12520,,BERKAK-LYNGHOLT,NO,6249N,01001E,475.0,62.81666666666667,10.016666666666667
12590,,BUHOLMRASA (LGT-H),NO,6424N,01027E,21.0,64.4,10.45
12620,,NORDOYAN (LGT-H),NO,6448N,01033E,33.0,64.8,10.55
12710,ENVA,TRONDHEIM/VAERNES,NO,6328N,01056E,17.0,63.46666666666667,10.933333333333334
12740,,SELBU-STUBBE,NO,6313N,01107E,242.0,63.21666666666667,11.116666666666667
12780,,VERDAL-STIKLESTAD,NO,6348N,01134E,52.0,63.8,11.566666666666666
12800,,NAMDALSEID,NO,6415N,01112E,87.0,64.25,11.2
12820,ENRM,RORVIK/RYUM,NO,6451N,01114E,14.0,64.85,11.233333333333333
12823,,BECAME STN 012820,NO,6451N,01114E,14.0,64.85,11.233333333333333
12880,,ROROS (CITY),NO,6234N,01123E,630.0,62.56666666666667,11.383333333333333
12890,ENRO,ROROS AIRPORT,NO,6235N,01121E,626.0,62.583333333333336,11.35
12900,ENNM,NAMSOS AIRPORT,NO,6428N,01135E,2.0,64.46666666666667,11.583333333333334
12920,,MERAKER-KROGSTAD,NO,6327N,01142E,145.0,63.45,11.7
12950,,HARRAN,NO,6435N,01232E,118.0,64.58333333333333,12.533333333333333
12980,,NORDLI-HOLAND,NO,6427N,01343E,438.0,64.45,13.716666666666667
13040,,YTTEROYANE (LGT-H),NO,6134N,00441E,26.0,61.56666666666667,4.683333333333334
13060,,HELLISOY (LGT-H),NO,6045N,00443E,23.0,60.75,4.716666666666667
13100,ENFL,FLORO,NO,6135N,00502E,9.0,61.583333333333336,5.033333333333333
13110,ENBR,BERGEN/FLESLAND AFB,NO,6018N,00513E,50.0,60.3,5.216666666666667
13170,,BERGEN/FLORIDA,NO,6023N,00520E,36.0,60.38333333333333,5.333333333333333
13190,,TAKLE,NO,6102N,00523E,38.0,61.03333333333333,5.383333333333334
13200,ENSD,SANDANE/ANDA,NO,6150N,00607E,60.0,61.833333333333336,6.116666666666666
13220,,FORDE-VIE,NO,6127N,00554E,12.0,61.45,5.9
13250,,MODALEN II,NO,6050N,00557E,114.0,60.833333333333336,5.95
13280,,KVAMSKOGEN,NO,6024N,00555E,408.0,60.4,5.916666666666667
13300,,OMASTRAND,NO,6013N,00559E,6.0,60.21666666666667,5.983333333333333
13360,ENBM,VOSS/BOMOEN,NO,6039N,00630E,122.0,60.65,6.5
13390,,VANGSNES,NO,6110N,00639E,54.0,61.166666666666664,6.65
13410,,EIDFJORD-BU,NO,6028N,00652E,119.0,60.46666666666667,6.866666666666667
13440,,REIMEGREND,NO,6041N,00645E,560.0,60.68333333333333,6.75
13470,ENSG,SOGNDAL/HAUKASEN,NO,6109N,00708E,497.0,61.15,7.133333333333334
13510,,FINSE III,NO,6036N,00730E,1224.0,60.6,7.5
13550,,LAERDAL-TONJUM,NO,6104N,00731E,36.0,61.06666666666667,7.516666666666667
13570,,FORTUN,NO,6130N,00742E,30.0,61.5,7.7
13600,,BRATA,NO,6154N,00752E,711.0,61.9,7.866666666666667
13640,,GEILO-GEILOSTOLEN,NO,6031N,00813E,810.0,60.516666666666666,8.216666666666667
13650,,TYNKRYSSET,NO,5816N,00720E,340.0,58.266666666666666,7.333333333333333
13670,,FAGERNES,NO,6059N,00914E,365.0,60.983333333333334,9.233333333333333
13680,ENFG,FAGERNES/LEIRIN   &,NO,6100N,00918E,822.0,61.0,9.3
13700,,SKABU-STORSLAEN,NO,6131N,00923E,865.0,61.516666666666666,9.383333333333333
13720,,NESBYEN-SKOGLUND,NO,6034N,00908E,167.0,60.56666666666667,9.133333333333333
13740,,VEST-TORPA II,NO,6056N,01002E,542.0,60.93333333333333,10.033333333333333
13755,ENGC,GULLFAX (PLATFORM),NO,6102N,00202E,10.0,61.03333333333333,2.033333333333333
13780,,LILLEHAMMER-SAETHER,NO,6106N,01029E,242.0,61.1,10.483333333333333
13790,,SOR-NESSET,NO,6153N,01009E,739.0,61.88333333333333,10.15
13800,,VENABU,NO,6139N,01007E,940.0,61.65,10.116666666666667
13830,,EVENSTAD-OVERENGET,NO,6124N,01109E,255.0,61.4,11.15
13840,ENGM,OSLO/GARDERMOEN,NO,6012N,01105E,204.0,60.2,11.083333333333334
13890,,HAUGEDALSHOGDA,NO,6110N,01127E,240.0,61.166666666666664,11.45
13910,,FLISA,NO,6037N,01201E,188.0,60.61666666666667,12.016666666666667
13930,,DREVSJO,NO,6153N,01203E,674.0,61.88333333333333,12.05
14000,,EKOFISK,NO,5632N,00313E,46.0,56.53333333333333,3.216666666666667
14030,,UTSIRA (LGT-H),NO,5918N,00453E,56.0,59.3,4.883333333333333
14033,ENEK,EKOFISK OIL PLTFRM,NO,5633N,00315E,3.0,56.55,3.25
14060,,SLATTEROY (LGT-H),NO,5955N,00504E,16.0,59.916666666666664,5.066666666666666
14080,ENHD,HAUGESUND/KARMOY  &,NO,5921N,00513E,24.0,59.35,5.216666666666667
14120,,OBRESTAD (LGT-H),NO,5839N,00533E,26.0,58.65,5.55
14150,ENZV,STAVANGER/SOLA(AFB),NO,5853N,00538E,9.0,58.88333333333333,5.633333333333333
14170,,NEDRE VATS,NO,5929N,00545E,65.0,59.483333333333334,5.75
14230,,FISTER,NO,5911N,00604E,1.0,59.18333333333333,6.066666666666666
14240,,SAUDA,NO,5939N,00622E,5.0,59.65,6.366666666666666
14250,,UALAND-BJULAND,NO,5833N,00621E,200.0,58.55,6.35
14270,,LISTA (LGT-H),NO,5807N,00634E,14.0,58.11666666666667,6.566666666666666
14280,ENLI,LISTA/FARSUND (AFB),NO,5806N,00638E,10.0,58.1,6.633333333333333
14320,,SIRDAL-TJORHOM,NO,5853N,00651E,500.0,58.88333333333333,6.85
14330,,MIDTLAEGER,NO,5950N,00659E,1082.0,59.833333333333336,6.983333333333333
14350,,HAUKELISAETER/BROYT,NO,5949N,00713E,1019.0,59.81666666666667,7.216666666666667
14360,,LINDESNES (LGT-H),NO,5759N,00703E,23.0,57.983333333333334,7.05
14390,,KONSMA HAEGELAND,NO,6112N,00814E,864.0,61.2,8.233333333333333
14420,,BYGLANDSFJORD-SOLBA,NO,5840N,00748E,211.0,58.666666666666664,7.8
14460,,OYFJELL I TELEMARK,NO,5938N,00816E,804.0,59.63333333333333,8.266666666666667
14480,,OKSOY (LGT-H),NO,5804N,00803E,8.0,58.06666666666667,8.05
14500,,MOSSTRAND II,NO,5950N,00811E,977.0,59.833333333333336,8.183333333333334
14520,ENCN,KRISTIANSAND/KJEVIK,NO,5812N,00805E,17.0,58.2,8.083333333333334
14550,,TVEITSUND,NO,5902N,00831E,255.0,59.03333333333333,8.516666666666667
14590,,NELAUG,NO,5839N,00838E,161.0,58.65,8.633333333333333
14650,,TORUNGEN (LGT-H),NO,5824N,00848E,15.0,58.4,8.8
14670,,LYNGOR (LGT-H),NO,5838N,00909E,7.0,58.63333333333333,9.15
14700,,GVARV,NO,5923N,00911E,25.0,59.38333333333333,9.183333333333334
14703,ENNO,NOTODDEN,NO,5934N,00913E,19.0,59.56666666666667,9.216666666666667
14740,,LYNGDAL I NUMEDAL,NO,5954N,00932E,294.0,59.9,9.533333333333333
14750,ENSN,SKIEN/GEITERYGGEN,NO,5911N,00934E,14.0,59.18333333333333,9.566666666666666
14760,,JOMFRULAND (LGT-H),NO,5852N,00936E,12.0,58.86666666666667,9.6
14770,,KONGSBERG IV,NO,5940N,00939E,169.0,59.666666666666664,9.65
14820,,FERDER (LGT-H),NO,5902N,01032E,8.0,59.03333333333333,10.533333333333333
14830,ENTO,TORP (CIV/NOR-AFB),NO,5912N,01016E,88.0,59.2,10.266666666666667
14843,ENOA,OSEBERG           &,NO,5919N,01027E,15.0,59.31666666666667,10.45
14880,ENFB,OSLO/FORNEBU,NO,5954N,01037E,17.0,59.9,10.616666666666667
14900,,TRYVASSHOGDA II,NO,5959N,01041E,529.0,59.983333333333334,10.683333333333334
14940,ENRY,RYGGE (NOR-AFB),NO,5923N,01047E,53.0,59.38333333333333,10.783333333333333
14960,,HOLAND-LOKEN,NO,5948N,01128E,135.0,59.8,11.466666666666667
14970,,PRESTEBAKKE,NO,5900N,01132E,157.0,59.0,11.533333333333333
14980,,MAGNOR,NO,5958N,01213E,153.0,59.96666666666667,12.216666666666667
20120,,RITSEM,SN,6744N,01728E,523.0,67.73333333333333,17.466666666666665
20200,,KATTERJAKK,SN,6825N,01810E,517.0,68.41666666666667,18.166666666666668
20320,,TORNETRASK LAKE,SN,6813N,01943E,393.0,68.21666666666667,19.716666666666665
20430,,ESRANGE,SN,6756N,02104E,341.0,67.93333333333334,21.066666666666666
20440,ESNQ,KIRUNA AIRPORT,SN,6749N,02020E,452.0,67.81666666666666,20.333333333333332
20450,,KIRUNA GEOFYSISKA,SN,6750N,02026E,341.0,67.83333333333333,20.433333333333334
20490,ESNG,GALLIVARE (PRIVATE),SN,6709N,02050E,310.0,67.15,20.833333333333332
20600,,NAIMAKKA,SN,6841N,02132E,403.0,68.68333333333334,21.533333333333335
20860,,LAINIO,SN,6746N,02221E,317.0,67.76666666666667,22.35
20960,,PAJALA,SN,6713N,02324E,168.0,67.21666666666667,23.4
21040,,HEMAVAN,SN,6549N,01506E,475.0,65.81666666666666,15.1
21080,,KLIMPFJALL,SN,6504N,01448E,593.0,65.06666666666666,14.8
21120,,VUOGGATJALME,SN,6634N,01621E,500.0,66.56666666666666,16.35
21200,,KVIKKJOKK,SN,6657N,01745E,337.0,66.95,17.75
21240,,ARJEPLOG,SN,6602N,01752E,430.0,66.03333333333333,17.866666666666667
21280,ESPD,GUNNARN (SWE-AFB),SN,6501N,01741E,281.0,65.01666666666667,17.683333333333334
21363,ESKB,BARKARBY (SWE-AFB)&,SN,5925N,01753E,17.0,59.416666666666664,17.883333333333333
21420,ESNJ,JOKKMOKK (SWE-AFB),SN,6638N,01939E,264.0,66.63333333333334,19.65
21440,,ABRAUR,SN,6559N,01856E,374.0,65.98333333333333,18.933333333333334
21540,ESPE,VIDSEL (SWE-AFB),SN,6552N,02008E,182.0,65.86666666666666,20.133333333333333
21640,,PALKEM,SN,6623N,02138E,263.0,66.38333333333334,21.633333333333333
21850,,LULEA/KALLAX (AFB),SN,6533N,02208E,34.0,65.55,22.133333333333333
21860,ESPA,KALLAX/LULEA (AFB),SN,6533N,02208E,34.0,65.55,22.133333333333333
21960,,HAPARANDA,SN,6550N,02409E,6.0,65.83333333333333,24.15
21980,,STOROHAMN (PORT),SN,6544N,02306E,8.0,65.73333333333333,23.1
22000,,EDEVIK,SN,6359N,01252E,425.0,63.983333333333334,12.866666666666667
22060,,STORLIEN-VISJOVALEN,SN,6318N,01207E,644.0,63.3,12.116666666666667
22220,,GADDEDE,SN,6430N,01408E,330.0,64.5,14.133333333333333
22260,ESPC,OSTERSUND/FROSON AB,SN,6311N,01430E,370.0,63.18333333333333,14.5
22320,,NORRAKER,SN,6426N,01538E,346.0,64.43333333333334,15.633333333333333
22340,,STROMSUND,SN,6352N,01535E,373.0,63.86666666666667,15.583333333333334
22480,,KRANGEDE,SN,6310N,01610E,223.0,63.166666666666664,16.166666666666668
22520,,IDVATTNET,SN,6427N,01705E,353.0,64.45,17.083333333333332
22590,ESNK,KRAMFORS (SWE-AFB),SN,6303N,01746E,19.0,63.05,17.766666666666666
22620,,LYCKSELE,SN,6435N,01839E,234.0,64.58333333333333,18.65
22670,ESNO,ORNSKOLDSVIK ARPT,SN,6324N,01858E,103.0,63.4,18.966666666666665
22780,,SKAGSUDDE (LGT-H),SN,6311N,01901E,13.0,63.18333333333333,19.016666666666666
22860,ESNU,UMEA AIRPORT,SN,6348N,02017E,14.0,63.8,20.283333333333335
22880,,HOLMOGADD (LGT-H),SN,6336N,02046E,6.0,63.6,20.766666666666666
22930,ESNS,SKELLEFTEA AIRPORT,SN,6438N,02105E,49.0,64.63333333333334,21.083333333333332
22960,,BJUROKLUBB (LGT-H),SN,6429N,02135E,36.0,64.48333333333333,21.583333333333332
23060,,RORBACKSNAS,SN,6108N,01249E,465.0,61.13333333333333,12.816666666666666
23100,,STORSJO KAPELL,SN,6248N,01304E,583.0,62.8,13.066666666666666
23160,,SARNA,SN,6142N,01310E,438.0,61.7,13.166666666666666
23240,,SVEG,SN,6202N,01422E,360.0,62.03333333333333,14.366666666666667
23260,,HAMRA,SN,6139N,01500E,455.0,61.65,15.0
23360,,EDSBYN,SN,6123N,01550E,163.0,61.38333333333333,15.833333333333334
23420,,FRANSTA,SN,6231N,01611E,105.0,62.516666666666666,16.183333333333334
23650,,SUNDSVALL/HARNOSAND,SN,6232N,01728E,6.0,62.53333333333333,17.466666666666665
23660,ESNN,SUNDSVALL/HARNOSAND,SN,6232N,01727E,10.0,62.53333333333333,17.45
23760,ESCL,SODERHAMN (SWE-AFB),SN,6116N,01706E,36.0,61.266666666666666,17.1
24000,,OSTMARK,SN,6021N,01239E,310.0,60.35,12.65
24040,ESKV,ARVIKA,SN,5940N,01235E,78.0,59.666666666666664,12.583333333333334
24060,,BLOMSKOG,SN,5917N,01203E,110.0,59.28333333333333,12.05
24100,,MALUNG,SN,6041N,01343E,308.0,60.68333333333333,13.716666666666667
24120,,GUSTAVSFORS,SN,6009N,01348E,190.0,60.15,13.8
24180,ESSQ,KARLSTADT AIRPORT,SN,5922N,01328E,55.0,59.36666666666667,13.466666666666667
24280,,ATORP,SN,5906N,01422E,105.0,59.1,14.366666666666667
24283,ESOE,OREBRO (PRIVATE),SN,5914N,01503E,57.0,59.233333333333334,15.05
24284,ESKM,SILJAN/MORA,SN,6058N,01431E,193.0,60.96666666666667,14.516666666666667
24350,ESSD,BORLANGE (SWE-AFB),SN,6026N,01530E,161.0,60.43333333333333,15.5
24430,ESSK,GAVLE/SANDVIKEN AFB,SN,6036N,01657E,79.0,60.6,16.95
24440,,FOLKARNA,SN,6010N,01619E,70.0,60.166666666666664,16.316666666666666
24460,ESOW,VASTERAS/HASSLO AFB,SN,5935N,01638E,31.0,59.583333333333336,16.633333333333333
24580,ESCM,UPPSALA (SWE-AFB),SN,5953N,01736E,41.0,59.88333333333333,17.6
24600,ESSA,STOCKHOLM/ARLANDA,SN,5939N,01757E,61.0,59.65,17.95
24640,ESSB,STOCKHOLM/BROMMA,SN,5921N,01757E,11.0,59.35,17.95
24740,,SINGO ISLAND,SN,6010N,01845E,14.0,60.166666666666664,18.75
24853,ESKN,SKAVASTA/STOCKHOLM,SN,5847N,01655E,43.0,58.78333333333333,16.916666666666668
24960,,SVENSKA HOGARNA(LH),SN,5927N,01930E,12.0,59.45,19.5
25080,,MASESKAR (LGT-H),SN,5806N,01121E,14.0,58.1,11.35
25103,ESGT,TROLLHATTAN (PVT),SN,5819N,01221E,41.0,58.31666666666667,12.35
25120,ESGP,GOTEBORG/SAVE (AFB),SN,5747N,01153E,53.0,57.78333333333333,11.883333333333333
25180,,NIDINGEN (LGT-H),SN,5718N,01154E,5.0,57.3,11.9
25200,ESIB,SATENAS (SWE-AFB),SN,5826N,01242E,74.0,58.43333333333333,12.7
25240,,MOLLA,SN,5756N,01304E,190.0,57.93333333333333,13.066666666666666
25260,ESGG,GOTEBORG/LANDVETTER,SN,5740N,01218E,169.0,57.666666666666664,12.3
25270,,GOTEBORG (UPR-AIR),SN,5740N,01219E,155.0,57.666666666666664,12.316666666666666
25300,,NASHUVUD,SN,5854N,01315E,50.0,58.9,13.25
25350,ESGR,SKOVDE AIRPORT,SN,5827N,01358E,105.0,58.45,13.966666666666667
25500,ESGJ,JONKOPING AIRPORT,SN,5746N,01405E,232.0,57.766666666666666,14.083333333333334
25550,,NASSJO,SN,5739N,01442E,305.0,57.65,14.7
25560,ESMV,HAGSHULT (SWE-AFB),SN,5718N,01408E,172.0,57.3,14.133333333333333
25620,ESCF,LINKOPING/MALMEN,SN,5824N,01531E,117.0,58.4,15.516666666666667
25625,ESSL,LINKOPING/SAAB,SN,5824N,01541E,52.0,58.4,15.683333333333334
25640,,MALEXANDER,SN,5804N,01514E,200.0,58.06666666666667,15.233333333333333
25650,ESSF,HULTSFRED (SWE-AFB),SN,5731N,01550E,112.0,57.516666666666666,15.833333333333334
25660,,MALILLA,SN,5724N,01550E,98.0,57.4,15.833333333333334
25710,ESSP,NORRKOPING/KUNGSANG,SN,5835N,01615E,8.0,58.583333333333336,16.25
25760,,GLADHAMMAR,SN,5743N,01628E,35.0,57.71666666666667,16.466666666666665
25820,,LANDSORT (LGT-H),SN,5845N,01752E,32.0,58.75,17.866666666666667
25840,,GOTSKA SANDON (LH),SN,5824N,01912E,12.0,58.4,19.2
25860,,HARSTENA,SN,5815N,01701E,7.0,58.25,17.016666666666666
25880,,FARO ISLAND,SN,5754N,01910E,8.0,57.9,19.166666666666668
25900,ESSV,VISBY AIRPORT,SN,5740N,01821E,47.0,57.666666666666664,18.35
25910,ESQV,VISBY AERO STATION,SN,5739N,01821E,47.0,57.65,18.35
25920,,OLANDS NORRA UDDE,SN,5722N,01706E,4.0,57.36666666666667,17.1
26040,ESMT,HALMSTAD (SWE-AFB),SN,5641N,01250E,30.0,56.68333333333333,12.833333333333334
26060,,KULLEN (LGT-H),SN,5618N,01227E,72.0,56.3,12.45
26070,ESDB,ANGELHOLM (SWE-AFB),SN,5618N,01251E,47.0,56.3,12.85
26160,,FALSTERBO (LGT-H),SN,5523N,01249E,5.0,55.38333333333333,12.816666666666666
26260,,OSBY,SN,5622N,01357E,85.0,56.36666666666667,13.95
26300,ESDA,LJUNGBYHED(SWE-AFB),SN,5605N,01314E,52.0,56.083333333333336,13.233333333333333
26360,ESMS,MALMO/STURUP,SN,5533N,01322E,106.0,55.55,13.366666666666667
26400,ESFU,VAXJO/URASA (AFB),SN,5652N,01448E,166.0,56.86666666666667,14.8
26410,ESMX,VAXJO/KRONOBERG,SN,5656N,01444E,186.0,56.93333333333333,14.733333333333333
26500,,HANO ISLAND (LGT-H),SN,5601N,01451E,55.0,56.016666666666666,14.85
26510,ESMK,KRISTIANSTAD/EVEROD,SN,5555N,01405E,23.0,55.916666666666664,14.083333333333334
26640,ESDF,RONNEBY (SWE-AFB),SN,5616N,01517E,74.0,56.266666666666666,15.283333333333333
26660,,UNGSKAR,SN,5602N,01548E,3.0,56.03333333333333,15.8
26680,,KUNGSHOLMS FORT,SN,5604N,01535E,5.0,56.06666666666667,15.583333333333334
26700,,KALMAR AIRPORT,SN,5641N,01618E,17.0,56.68333333333333,16.3
26720,ESMQ,KALMAR,SN,5644N,01618E,16.0,56.733333333333334,16.3
26800,,HOBURG (LGT-H),SN,5655N,01809E,39.0,56.916666666666664,18.15
28010,,KILPISJARVI,FI,6903N,02047E,476.0,69.05,20.783333333333335
28050,,KEVO,FI,6945N,02702E,101.0,69.75,27.033333333333335
28070,EFIV,IVALO,FI,6837N,02725E,148.0,68.61666666666666,27.416666666666668
28230,,MUONIO,FI,6758N,02341E,253.0,67.96666666666667,23.683333333333334
28234,EFKT,KITTILA,FI,6742N,02451E,643.0,67.7,24.85
28360,EFSO,SODANKYLA,FI,6722N,02639E,179.0,67.36666666666666,26.65
28440,EFPE,PELLO,FI,6648N,02400E,84.0,66.8,24.0
28450,EFRO,ROVANIEMI (CIV/MIL),FI,6634N,02550E,201.0,66.56666666666666,25.833333333333332
28480,,SALLA,FI,6649N,02840E,223.0,66.81666666666666,28.666666666666668
