NUMBER,ICAO,NAME,COUNTRY,LAT,LON,ELEV,latitude,longitude
959350,,NAMOORA,AU,3613S,15008E,25.0,-36.21666666666667,150.13333333333333
959360,,GREEN CAPE (LGT-H),AU,3715S,15003E,18.0,-37.25,150.05
959500,,WARATAH,AU,4127S,14531E,615.0,-41.45,145.51666666666668
959510,,QUEENSTOWN SOUTH,AU,4205S,14532E,129.0,-42.083333333333336,145.53333333333333
959530,,STRATHGORDON,AU,4246S,14603E,320.0,-42.766666666666666,146.05
959540,,ROSEBERY          &,AU,4146S,14532E,140.0,-41.766666666666666,145.53333333333333
959550,,LIAWENEE,AU,4153S,14640E,1060.0,-41.88333333333333,146.66666666666666
959570,,WYNYARD AP AWS,AU,4100S,14544E,12.0,-41.0,145.73333333333332
959600,,DEVONPORT AP AWS,AU,4110S,14626E,13.0,-41.166666666666664,146.43333333333334
959610,,LOW ROCKY PT(AWS),AU,4259S,14530E,35.0,-42.983333333333334,145.5
959650,,DEAL ISLAND,AU,3928S,14718E,85.0,-39.46666666666667,147.3
959680,,POWRANNA,AU,4141S,14717E,163.0,-41.68333333333333,147.28333333333333
959690,,LIAPOOTAH,AU,4223S,14631E,238.0,-42.38333333333333,146.51666666666668
959700,,TARRALEAH,AU,4218S,14626E,589.0,-42.3,146.43333333333334
959720,,PALMERSTON,AU,4147S,14659E,180.0,-41.78333333333333,146.98333333333332
959740,,FINGAL,AU,4138S,14758E,233.0,-41.63333333333333,147.96666666666667
959750,,BULL BAY,AU,4306S,14722E,40.0,-43.1,147.36666666666667
959780,,LADY BARRON AERO,AU,4012S,14814E,12.0,-40.2,148.23333333333332
959790,,MT. WELLINGTON AWS,AU,4253S,14714E,1253.0,-42.88333333333333,147.23333333333332
959800,,SWAN ISLAND (LGT-H),AU,4044S,14807E,9.0,-40.733333333333334,148.11666666666667
959820,,STORYS CREEK AWS,AU,4137S,14744E,781.0,-41.61666666666667,147.73333333333332
959840,,ORFORD,AU,4233S,14752E,15.0,-42.55,147.86666666666667
959890,,BICHENO,AU,4152S,14818E,10.0,-41.86666666666667,148.3
960010,WIAA,SABANG/CUT BAU,ID,0552N,09519E,126.0,5.866666666666667,95.31666666666666
960090,WITM,LHOKSEUMAWE/MALIKUS,ID,0514N,09712E,87.0,5.233333333333333,97.2
960110,WITT,BANDA ACEH/BLANGBIN,ID,0531N,09525E,21.0,5.516666666666667,95.41666666666667
960150,WITC,MEULABOH/CUT NYAK,ID,0415N,09607E,90.0,4.25,96.11666666666666
960330,,BELAWAN,ID,0348N,09842E,3.0,3.8,98.7
960350,WIMM,MEDAN/POLONIA (MIL),ID,0334N,09841E,25.0,3.5666666666666664,98.68333333333334
960390,WIMT,TEBINGTINGGI/PABATU,ID,0322N,09907E,23.0,3.3666666666666667,99.11666666666666
960430,,KISARAN,ID,0300N,09933E,31.0,3.0,99.55
960450,WITA,TAPAK TUAN/TEUKU AL,ID,0328N,09718E,75.0,3.466666666666667,97.3
960550,WIMR,PEMATANG SIANTAR,ID,0257N,09904E,400.0,2.95,99.06666666666666
960730,WIMS,SIBOLGA/PINANGSORI,ID,0133N,09853E,3.0,1.55,98.88333333333334
960750,WIMB,GUNUNG SITOLI/BINAK,ID,0130N,09738E,6.0,1.5,97.63333333333334
960870,,BATAN,ID,0107N,10407E,24.0,1.1166666666666667,104.11666666666666
960910,WIKN,TANJUNGPINANG/KIJAN,ID,0055N,10432E,18.0,0.9166666666666666,104.53333333333333
961090,WIBB,PAKANBARU/SIMPANGTI,ID,0028N,10127E,31.0,0.4666666666666667,101.45
961450,,TAREMPA,ID,0312N,10615E,3.0,3.2,106.25
961470,WION,RANAI (MIL/CIV),ID,0357N,10823E,2.0,3.95,108.38333333333334
961630,WIMG,PADANG/TABING,ID,0053S,10021E,3.0,-0.8833333333333333,100.35
961710,WIPR,RENGAT/JAPURA,ID,0028S,10219E,46.0,-0.4666666666666667,102.31666666666666
961790,WIKS,SINGKEP/DABO,ID,0029S,10435E,31.0,-0.48333333333333334,104.58333333333333
961950,WIPA,JAMBI/SULTAN TAHA,ID,0138S,10339E,25.0,-1.6333333333333333,103.65
962070,WIPH,KERINCI/DEPATI PARB,ID,0246S,10122E,782.0,-2.7666666666666666,101.36666666666666
962210,WIPP,PALEMBANG/SULTAN MA,ID,0254S,10442E,10.0,-2.9,104.7
962370,WIKK,PANGKALPINANG,ID,0210S,10608E,33.0,-2.1666666666666665,106.13333333333334
962490,WIKD,TANJUNG PANDAN/BULU,ID,0245S,10745E,44.0,-2.75,107.75
962530,WIPL,BENGKULA/PADANGKEMI,ID,0353S,10220E,16.0,-3.8833333333333333,102.33333333333333
962730,WIAG,MENGGALA/ASTRA KSET,ID,0427S,10511E,19.0,-4.45,105.18333333333334
962950,WIIT,TELUKBETUNG/BRANTI,ID,0516S,10511E,96.0,-5.266666666666667,105.18333333333334
963150,WBSB,BRUNEI INTL AIRPORT,BF,0456N,11456E,15.0,4.933333333333334,114.93333333333334
964130,WBGG,KUCHING (CIV/MIL),SK,0129N,11020E,27.0,1.4833333333333334,110.33333333333333
964180,,SRI AMAN/SIMANGGANG,SK,0113N,11127E,10.0,1.2166666666666668,111.45
964210,WBGS,SIBU,SK,0220N,11150E,8.0,2.3333333333333335,111.83333333333333
964410,WBGB,BINTULU/KALIMANTAN,SK,0312N,11302E,5.0,3.2,113.03333333333333
964490,WBGR,MIRI/KALIMANTAN ISL,SK,0420N,11359E,18.0,4.333333333333333,113.98333333333333
964650,WBKL,LABUAN (AFB),SK,0518N,11515E,30.0,5.3,115.25
964710,WBKK,KOTA KINABALU INTL,SK,0556N,11603E,3.0,5.933333333333334,116.05
964770,WBKT,KUDAT,SK,0655N,11650E,5.0,6.916666666666667,116.83333333333333
964810,WBKW,TAWAU/KALIMANTAN IL,SK,0416N,11753E,20.0,4.266666666666667,117.88333333333334
964910,WBKS,SANDAKAN/KALIMANTAN,SK,0554N,11804E,13.0,5.9,118.06666666666666
965050,WRLB,LONGBAWAN/JUVAI,ID,0344N,11541E,550.0,3.7333333333333334,115.68333333333334
965070,,BOGUS INDONESIA,ID,0000N,00000E,,0.0,0.0
965090,WRLR,TARAKAN/JUWATA,ID,0320N,11734E,6.0,3.3333333333333335,117.56666666666666
965250,WRLG,TANJUNG SELOR,ID,0251N,11720E,50.0,2.85,117.33333333333333
965290,WRLK,TANJUNG REDEP/BERAU,ID,0207N,11727E,26.0,2.1166666666666667,117.45
965330,WIOI,SINGKAWANG II,ID,0105N,10940E,38.0,1.0833333333333333,109.66666666666667
965350,,PALOH,ID,0142N,10918E,15.0,1.7,109.3
965570,,NANGAPINOH,ID,0021S,11147E,37.0,-0.35,111.78333333333333
965590,WIOS,SINTANG/SUSILO(AFB),ID,0007N,11132E,30.0,0.11666666666666667,111.53333333333333
965650,WIOP,PUTUSIBAU/PANGSUMA,ID,0053N,11256E,53.0,0.8833333333333333,112.93333333333334
965770,WRLU,SANGKULIRANG,ID,0100N,11800E,210.0,1.0,118.0
965810,WIOO,PONTIANAK/SUPADIO,ID,0009S,10924E,3.0,-0.15,109.4
965950,WRBM,MUARATEWE/BERINGIN,ID,0057S,11454E,60.0,-0.95,114.9
965970,,LONGIRAM,ID,0138S,11450E,25.0,-1.6333333333333333,114.83333333333333
966070,WRLS,SAMARINDA/TEMINDUNG,ID,0037S,11709E,230.0,-0.6166666666666667,117.15
966150,WIOK,KETAPANG/RAHADI,ID,0151S,10958E,9.0,-1.85,109.96666666666667
966330,WRLL,BALIKPAPAN/SEPINGGA,ID,0116S,11654E,3.0,-1.2666666666666666,116.9
966390,WRLH,TANAHGROGOT,ID,0212S,11619E,10.0,-2.2,116.31666666666666
966450,WRBI,PANGKALAN BUN/ISKAN,ID,0242S,11142E,25.0,-2.7,111.7
966550,WRBP,PANARUNG/PALANGKARA,ID,0100S,11400E,27.0,-1.0,114.0
966850,WRBB,BANJARMASIN/SYAMSUD,ID,0326S,11445E,20.0,-3.4333333333333336,114.75
966950,WRBK,KOTABARU/SETAGEN,ID,0324S,11613E,18.0,-3.4,116.21666666666667
967370,,SERANG,ID,0607S,10608E,40.0,-6.116666666666666,106.13333333333334
967390,WIIA,CURUG/BUDIARTO,ID,0614S,10639E,46.0,-6.233333333333333,106.65
967410,,JAKARTA/TANJUNG,ID,0606S,10652E,2.0,-6.1,106.86666666666666
967450,,JAKARTA OBSERVATORY,ID,0611S,10650E,8.0,-6.183333333333334,106.83333333333333
967470,WIIH,HALIM INTL(CIV/MIL),ID,0615S,10654E,30.0,-6.25,106.9
967490,WIII,SOEKARNO-HATTA INTL,ID,0607S,10639E,8.0,-6.116666666666666,106.65
967510,,CITEKO/PUNCAK,ID,0642S,10656E,300.0,-6.7,106.93333333333334
967530,,BOGOR/DERMAGA,ID,0630S,10645E,250.0,-6.5,106.75
967550,,BOGOR/ATANG SANJAYA,ID,0633S,10654E,171.0,-6.55,106.9
967570,,PULAU PARI (ISLAND),ID,0551S,10637E,10.0,-5.85,106.61666666666666
967730,WIIK,KALIJATI,ID,0633S,10740E,110.0,-6.55,107.66666666666667
967810,WIIB,BANDUNG/HUSEIN(AFB),ID,0654S,10735E,740.0,-6.9,107.58333333333333
967830,,BANDUNG,ID,0653S,10736E,791.0,-6.883333333333333,107.6
967910,,JATIWANGI,ID,0645S,10816E,50.0,-6.75,108.26666666666667
967970,,TEGAL,ID,0651S,10909E,10.0,-6.85,109.15
968010,WIAM,CIBEUREM/TASIK(AFB),ID,0720S,10815E,335.0,-7.333333333333333,108.25
968050,WIIL,CILACAP/TUNGGUL WUL,ID,0744S,10901E,6.0,-7.733333333333333,109.01666666666667
968370,,SEMARANG,ID,0658S,11025E,3.0,-6.966666666666667,110.41666666666667
968390,WIIS,ACHMAD YANI (ARMY),ID,0659S,11023E,3.0,-6.983333333333333,110.38333333333334
968450,WRSQ,SURAKARTA/ADISUMARM,ID,0752S,11055E,104.0,-7.866666666666667,110.91666666666667
968530,WIIJ,ADISUCIPTO/JOGYAKAR,ID,0747S,11026E,107.0,-7.783333333333333,110.43333333333334
968570,,PACITAN,ID,0812S,11103E,1.0,-8.2,111.05
968810,WIAR,MADIUN/ISWAHYUD AFB,ID,0737S,11131E,110.0,-7.616666666666667,111.51666666666667
969250,,SANGKAPURA/BAWEAN,ID,0551S,11238E,3.0,-5.85,112.63333333333334
969330,WRSP,SURABAYA/PERAK,ID,0713S,11243E,3.0,-7.216666666666667,112.71666666666667
969350,WRSJ,SURABAYA/JUANDA MIL,ID,0722S,11246E,3.0,-7.366666666666666,112.76666666666667
969370,WRSS,SURABAYA/GEDANGAN,ID,0713S,11343E,3.0,-7.216666666666667,113.71666666666667
969470,WIAS,MALANG/ABDUL (AFB),ID,0758S,11242E,526.0,-7.966666666666667,112.7
969730,,KALIANGET/MADURA IL,ID,0703S,11358E,3.0,-7.05,113.96666666666667
969870,,BANYUWANGI,ID,0813S,11423E,5.0,-8.216666666666667,114.38333333333334
969950,YPXM,CHRISTMAS ISL (PVT),AU,1026S,10541E,259.0,-10.433333333333334,105.68333333333334
969960,YPCC,COCOS ISL INTL ARPT,AU,1211S,09649E,3.0,-12.183333333333334,96.81666666666666
970040,WAMN,MALANGUANE/TALAUD,ID,0413N,12642E,9.0,4.216666666666667,126.7
970080,WAMH,TAHUNA/NAHA,ID,0335N,12528E,38.0,3.5833333333333335,125.46666666666667
970100,,ULU SIAU,ID,0240N,12520E,50.0,2.6666666666666665,125.33333333333333
970140,WAMM,MENADO/SAM RATULANG,ID,0132N,12455E,80.0,1.5333333333333332,124.91666666666667
970160,,BITUNG,ID,0126N,12511E,3.0,1.4333333333333333,125.18333333333334
970260,,BOLANG MONGONDAW,ID,0059N,12400E,75.0,0.9833333333333333,124.0
970280,WAMI,TOLI-TOLI/LALOS,ID,0101N,12048E,2.0,1.0166666666666666,120.8
970480,WAMG,GORONTALO/JALAL AFB,ID,0031N,12304E,2.0,0.5166666666666667,123.06666666666666
970720,WAML,PALU/MUTIARA,ID,0041S,11944E,6.0,-0.6833333333333333,119.73333333333333
970860,WAMW,LUWUK/BUBUNG,ID,0054S,12247E,2.0,-0.9,122.78333333333333
970960,WAMP,POSO/KASIGUNCU,ID,0123S,12044E,2.0,-1.3833333333333333,120.73333333333333
971000,,KOLONEDALE,ID,0200S,12119E,2.0,-2.0,121.31666666666666
971140,WAAS,SOROAKO/LUWU,ID,0232S,12121E,10.0,-2.533333333333333,121.35
971200,,MAJENE,ID,0230S,11900E,8.0,-2.5,119.0
971260,,MASAMBA,ID,0233S,12022E,50.0,-2.55,120.36666666666666
971420,WAAP,KOLAKA/POMALAA,ID,0418S,12132E,3.0,-4.3,121.53333333333333
971460,WAAU,KENDARI/WOLTER(AFB),ID,0406S,12226E,50.0,-4.1,122.43333333333334
971800,WAAA,HASANUDDIN/UJUNG AB,ID,0504S,11933E,14.0,-5.066666666666666,119.55
971820,,UJANG PANDANG,ID,0504S,11934E,14.0,-5.066666666666666,119.56666666666666
971840,,BOGUS INDONESIAN,ID,0000S,00000E,,-0.0,0.0
971920,WAAB,BAU-BAU/BETO AMBIRI,ID,0528S,12237E,2.0,-5.466666666666667,122.61666666666666
972300,WRRR,BALI INTL/NGURAH,ID,0845S,11510E,1.0,-8.75,115.16666666666667
972400,WRRA,AMPENAN/SELAPARANG,ID,0832S,11604E,3.0,-8.533333333333333,116.06666666666666
972600,WRRS,SUMBAWA BESAR,ID,0826S,11725E,3.0,-8.433333333333334,117.41666666666667
972700,WRRB,BIMA/MOHAMMAD SALAH,ID,0833S,11842E,2.0,-8.55,118.7
972900,WRKE,ENDEH/IPI,ID,0848S,12136E,3.0,-8.8,121.6
973000,WRKC,MAUMERE/WAI OTI,ID,0838S,12215E,3.0,-8.633333333333333,122.25
973100,WRKL,LARANTUKA/GEWAYENTA,ID,0816S,12258E,9.0,-8.266666666666667,122.96666666666667
973200,WRKM,ALOR/MALI/KALABAHI,ID,0813S,12434E,12.0,-8.216666666666667,124.56666666666666
973400,WRRW,WAINGAPU/MAU HAU,ID,0940S,12020E,12.0,-9.666666666666666,120.33333333333333
973720,WRKK,KUPANG/EL TARI,ID,1010S,12340E,108.0,-10.166666666666666,123.66666666666667
973740,WRKA,ATAMBUA/HALIWEN,ID,0920S,12454E,125.0,-9.333333333333334,124.9
973780,WRKR,ROTE/BAA/LEKUNIK,ID,1044S,12304E,1.0,-10.733333333333333,123.06666666666666
973800,WRKS,SABU/TARDAMU,ID,1030S,12150E,26.0,-10.5,121.83333333333333
973850,WPOC,OE-CUSSE/TIMOR ISL,ID,0912S,12422E,5.0,-9.2,124.36666666666666
973880,,KOMORO/TIMOR ISLAND,ID,0833S,12634E,550.0,-8.55,126.56666666666666
973900,WPDL,DILLI ARPT/TIMOR IL,ID,0834S,12534E,6.0,-8.566666666666666,125.56666666666666
973940,WPVQ,VIQUEQUE/TIMOR ISL,ID,0852S,12622E,47.0,-8.866666666666667,126.36666666666666
973950,WPEC,BAUCAU/TIMOR ISL,ID,0830S,12624E,522.0,-8.5,126.4
974040,WAMR,MOROTAI/PITU,ID,0203N,12919E,15.0,2.05,129.31666666666666
974060,WAMA,GALELA/GAMARMALAMU,ID,0149N,12750E,8.0,1.8166666666666667,127.83333333333333
974100,,KAU,ID,0110N,12753E,5.0,1.1666666666666667,127.88333333333334
974300,WAMT,TERNATE/BABULLAH,ID,0047N,12723E,23.0,0.7833333333333333,127.38333333333334
974380,,WEDA,ID,0021N,12755E,2.0,0.35,127.91666666666667
974600,WAPH,LABUHA/TALIABU,ID,0137S,12433E,3.0,-1.6166666666666667,124.55
975020,WASS,SORONG/JEFMAN,ID,0056S,13107E,3.0,-0.9333333333333333,131.11666666666667
975300,WASR,MANOKWARI/RENDANI,ID,0053S,13403E,3.0,-0.8833333333333333,134.05
975600,WABB,BIAK/FRANS KAISIEPO,ID,0111S,13607E,11.0,-1.1833333333333333,136.11666666666667
975700,WABO,SERUI/YENDOSA,ID,0152S,13614E,3.0,-1.8666666666666667,136.23333333333332
975800,WAJI,SARMI/ORAI,ID,0150S,13843E,3.0,-1.8333333333333335,138.71666666666667
976000,WAPN,SANANA,ID,0205S,12600E,2.0,-2.0833333333333335,126.0
976300,WASF,FAK-FAK/TOREA,ID,0253S,13215E,130.0,-2.8833333333333333,132.25
976820,WABI,NABIRE/IRIAN JAYA,ID,0320S,13530E,3.0,-3.3333333333333335,135.5
976860,WAJW,WAMENA/IRIAN JAYA,ID,0404S,13857E,1660.0,-4.066666666666666,138.95
976900,WAJJ,JAYAPURA/SENTANI,ID,0234S,14029E,99.0,-2.5666666666666664,140.48333333333332
976980,,JAYAPURA/IRIAN JAYA,ID,0222S,14043E,3.0,-2.3666666666666667,140.71666666666667
977000,WAPR,NAMLEA/BURU ISLAND,ID,0315S,12705E,20.0,-3.25,127.08333333333333
977220,WAPA,AMAHAI,ID,0321S,12853E,10.0,-3.35,128.88333333333333
977240,WAPP,AMBON/PATTIMURA,ID,0342S,12805E,12.0,-3.7,128.08333333333334
977480,,GESER,ID,0348S,13050E,3.0,-3.8,130.83333333333334
977600,WASK,KAIMANA/UTAROM,ID,0340S,13345E,3.0,-3.6666666666666665,133.75
977800,WABT,ENAROTALI,ID,0355S,13622E,1770.0,-3.9166666666666665,136.36666666666667
977900,,NEIRA,ID,0432S,12954E,4.0,-4.533333333333333,129.9
977960,WABN,KOKONAO/TIMUKA,ID,0443S,13626E,3.0,-4.716666666666667,136.43333333333334
978100,,TUAL/DUMATUBUN,ID,0541S,13245E,12.0,-5.683333333333334,132.75
978760,WAKT,TANAH MERAH,ID,0606S,14018E,16.0,-6.1,140.3
978900,,TEPA,ID,0750S,12940E,2.0,-7.833333333333333,129.66666666666666
979000,WAPI,SAUMLAKI,ID,0759S,13118E,24.0,-7.983333333333333,131.3
979800,WAKK,MERAUKE/MOPAH,ID,0828S,14023E,3.0,-8.466666666666667,140.38333333333333
981320,,ITBAYAT ISLAND    &,PH,2048N,12151E,124.0,20.8,121.85
981330,,CALAYAN ISLAND,PH,1916N,12128E,13.0,19.266666666666666,121.46666666666667
981350,RPUO,BASCO/BATAN ISLAND,PH,2027N,12158E,11.0,20.45,121.96666666666667
981360,,BASCO RADAR,PH,2026N,12157E,167.0,20.433333333333334,121.95
982220,RPUQ,VIGAN/LUZON ISLAND,PH,1734N,12023E,33.0,17.566666666666666,120.38333333333334
982230,RPLI,LAOAG INTL(PH-ARMY),PH,1811N,12032E,5.0,18.183333333333334,120.53333333333333
982310,,APARRI RADAR,PH,1822N,12137E,8.0,18.366666666666667,121.61666666666666
982320,RPUA,APARRI/LUZON ISLAND,PH,1822N,12138E,3.0,18.366666666666667,121.63333333333334
982330,RPUT,TUGUEGARAO/LUZON IL,PH,1737N,12144E,62.0,17.616666666666667,121.73333333333333
983210,,SANTO-TOMAS MTN,PH,1620N,12034E,2256.0,16.333333333333332,120.56666666666666
983220,RPXC,CROW VALLEY GNRY RG,PH,1519N,12023E,161.0,15.316666666666666,120.38333333333334
983230,,NAULA POINT/LUZON,PH,1542N,11958E,5.0,15.7,119.96666666666667
983240,RPUI,IBA/LUZON ISLAND,PH,1520N,11958E,5.0,15.333333333333334,119.96666666666667
983250,,DAGUPAN/LUZON ISL,PH,1603N,12020E,2.0,16.05,120.33333333333333
983270,RPMK,CLARK AFB/LUZON ISL,PH,1511N,12033E,196.0,15.183333333333334,120.55
983280,RPUB,BAGUIO/LUZON ISLAND,PH,1625N,12036E,1501.0,16.416666666666668,120.6
983290,,MUNOZ/LUZON ISLAND,PH,1543N,12054E,76.0,15.716666666666667,120.9
983300,,CABANANATUAN/LUZON,PH,1529N,12058E,32.0,15.483333333333333,120.96666666666667
983330,RPUR,BALER/LUZON ISLAND,PH,1546N,12134E,6.0,15.766666666666667,121.56666666666666
983340,,BALER RADAR,PH,1545N,12138E,145.0,15.75,121.63333333333334
983360,,CASIGURAN/LUZON ISL,PH,1617N,12207E,4.0,16.283333333333335,122.11666666666666
984235,RPUM,MAMBURAO/MINDORO IL,PH,1313N,12036E,4.0,13.216666666666667,120.6
984250,,MANILA/LUZON ISLAND,PH,1435N,12059E,16.0,14.583333333333334,120.98333333333333
984260,RPLB,OLONGAPO,PH,1448N,12016E,17.0,14.8,120.26666666666667
984270,,TAYABAS,PH,1402N,12135E,158.0,14.033333333333333,121.58333333333333
984280,RPMS,SANGLEY POINT AB,PH,1430N,12055E,4.0,14.5,120.91666666666667
984290,RPLL,NINOY AQUINO INTL,PH,1431N,12100E,21.0,14.516666666666667,121.0
984300,,CALAPAN/MINDORO ISL,PH,1438N,12101E,41.0,14.633333333333333,121.01666666666667
984310,RPUK,CALAPAN/MINDORO ISL,PH,1325N,12111E,41.0,13.416666666666666,121.18333333333334
984320,,AMBULONG/LUZON ISL,PH,1405N,12103E,11.0,14.083333333333334,121.05
984330,,TANAY,PH,1430N,12121E,614.0,14.5,121.35
984340,,INFANTA/LUZON ISL,PH,1445N,12139E,7.0,14.75,121.65
984350,RPXT,ALABAT ISLAND,PH,1405N,12201E,5.0,14.083333333333334,122.01666666666667
984370,,SAN FRANCISCO,PH,1322N,12231E,45.0,13.366666666666667,122.51666666666667
984375,RPUW,MARINDUQUE ISLAND,PH,1322N,12150E,5.0,13.366666666666667,121.83333333333333
984400,RPUD,DAET/LUZON ISLAND,PH,1408N,12259E,4.0,14.133333333333333,122.98333333333333
984420,,PILI,PH,1334N,12316E,34.0,13.566666666666666,123.26666666666667
984425,RPUN,NAGA/LUZON ISLAND,PH,1335N,12316E,43.0,13.583333333333334,123.26666666666667
984440,RPMP,LEGAZPI/LUZON ISL,PH,1308N,12344E,17.0,13.133333333333333,123.73333333333333
984460,RPUV,VIRAC/CATANDUANES,PH,1335N,12414E,40.0,13.583333333333334,124.23333333333333
984470,,CATANDUANES RADAR,PH,1359N,12419E,233.0,13.983333333333333,124.31666666666666
985260,,CORON/CALAMIAN GRP,PH,1200N,12012E,14.0,12.0,120.2
985310,RPUH,SAN JOSE/MINDORO IL,PH,1221N,12102E,3.0,12.35,121.03333333333333
985360,RPMR,ROMBLON/TABLAS ISL,PH,1235N,12216E,47.0,12.583333333333334,122.26666666666667
985375,RPVK,KALIBO/PANAY ISLAND,PH,1141N,12223E,6.0,11.683333333333334,122.38333333333334
985380,RPVR,ROXAS/PANAY ISLAND,PH,1135N,12245E,4.0,11.583333333333334,122.75
985430,RPVM,MACATAN,PH,1222N,12337E,6.0,12.366666666666667,123.61666666666666
985455,RPVC,CALBAYOG/SAMAR ISL,PH,1204N,12433E,3.0,12.066666666666666,124.55
985460,RPVF,CATARMAN/SAMAR ISL,PH,1229N,12438E,5.0,12.483333333333333,124.63333333333334
985480,,CATBALOGAN/SAMAR IL,PH,1147N,12453E,5.0,11.783333333333333,124.88333333333334
985500,RPVA,TACLOBAN/LEYTE ISL,PH,1115N,12500E,3.0,11.25,125.0
985530,,BORONGAN/SAMAR ISL,PH,1137N,12526E,7.0,11.616666666666667,125.43333333333334
985580,RPVG,GUIUAN/SAMAR ISLAND,PH,1102N,12544E,60.0,11.033333333333333,125.73333333333333
986180,RPVP,PUERTO PRINCESA AFB,PH,0945N,11844E,16.0,9.75,118.73333333333333
986300,,CUYO ISLANDS,PH,1051N,12102E,4.0,10.85,121.03333333333333
986370,RPVI,ILOILO/PANAY ISLAND,PH,1042N,12234E,8.0,10.7,122.56666666666666
986395,RPVB,BACOLOD/NEGROS ISL,PH,1039N,12256E,9.0,10.65,122.93333333333334
986420,RPVD,DUMAGUETE/NEGROS IL,PH,0918N,12318E,8.0,9.3,123.3
986440,RPVT,TAGBILARAN/BOHOL IL,PH,0936N,12351E,8.0,9.6,123.85
986460,RPMT,MACTAN INTL(CIV/AF),PH,1018N,12358E,24.0,10.3,123.96666666666667
986480,,MAASIN/LEYTE ISLAND,PH,1008N,12450E,72.0,10.133333333333333,124.83333333333333
986530,RPWS,SURIGAO/MINDANAO IL,PH,0948N,12530E,55.0,9.8,125.5
986545,RPWW,TANDAG/MINDANAO ISL,PH,0904N,12610E,5.0,9.066666666666666,126.16666666666667
987120,,BUGSUK ISLAND,PH,0811N,11718E,3.0,8.183333333333334,117.3
987410,RPWG,DIPOLOG/MINDANAO IL,PH,0836N,12321E,5.0,8.6,123.35
987425,RPWP,PAGADIAN/MINDANAO,PH,0750N,12328E,2.0,7.833333333333333,123.46666666666667
987435,RPWX,ILIGAN/MINDANAO ISL,PH,0809N,12413E,396.0,8.15,124.21666666666667
987445,RPWI,OZAMIS/MINDANAO ISL,PH,0811N,12351E,5.0,8.183333333333334,123.85
987455,RPWM,MALABANG/MINDANAO,PH,0737N,12404E,8.0,7.616666666666667,124.06666666666666
987460,RPWC,COTABATO/MINDANAO,PH,0710N,12413E,58.0,7.166666666666667,124.21666666666667
987470,,LUMBIA AIRPORT,PH,0826N,12417E,188.0,8.433333333333334,124.28333333333333
987480,RPWL,CAGAYAN DE ORO,PH,0829N,12438E,6.0,8.483333333333333,124.63333333333334
987510,RPWY,MALAYBALAY/MINDANAO,PH,0809N,12505E,627.0,8.15,125.08333333333333
987520,RPWE,BUTUAN/MINDANAO ISL,PH,0856N,12531E,46.0,8.933333333333334,125.51666666666667
987530,RPMD,DAVAO/FRANCISCO BAN,PH,0707N,12539E,18.0,7.116666666666666,125.65
987550,,HINATUAN/MINDANAO,PH,0822N,12620E,3.0,8.366666666666667,126.33333333333333
987565,RPWZ,BISLIG/MINDANAO ISL,PH,0813N,12619E,3.0,8.216666666666667,126.31666666666666
988150,,CAGAYAN DE TAWI-TAW,PH,0700N,11805E,34.0,7.0,118.08333333333333
988300,RPWJ,JOLO ISLAND,PH,0603N,12100E,13.0,6.05,121.0
988360,RPMZ,ZAMBOANGA (CIV/AFB),PH,0654N,12204E,6.0,6.9,122.06666666666666
988510,RPWB,GENERAL SANTOS,PH,0607N,12511E,15.0,6.116666666666666,125.18333333333334
990080,C7C,SHIP C7C/CHARLIE,RS,5245N,03530W,0.0,52.75,-35.5
990170,C7L,SHIP C7L/LIMA,UK,5700N,02000W,0.0,57.0,-20.0
990180,LDWR,SHIP C7M/MIKE,NO,6600N,00200E,0.0,66.0,2.0
990230,GACA,SHIP C7R/ROMEO,FR,4700N,01700W,0.0,47.0,-17.0
990250,C7T,SHIP C7T/TANGO,JP,2900N,13501E,0.0,29.0,135.01666666666668
990920,SHIP,FIXED SHIP OFF THAI,,0912N,10124E,,9.2,101.4
992000,DB20,0  ENVIRONM BUOY 42037,US,2430N,08124W,3.0,24.5,-81.4
992010,DB20,1  ENVIRONM BUOY 41001,US,3454N,07254W,5.0,34.9,-72.9
992020,DB20,2  ENVIRONM BUOY 51001,US,2324N,16218W,3.0,23.4,-162.3
992030,DB20,3  ENVIRONM BUOY 46001,US,5618N,14818W,3.0,56.3,-148.3
992040,DB20,4  ENVIRONM BUOY 42001,US,2554N,08942W,10.0,25.9,-89.7
992050,DB20,5  ENVIRONM BUOY 46059,US,3800N,01300W,5.0,38.0,-13.0
992060,DB20,6  ENVIRONM BUOY 46041,US,4724N,12430W,3.0,47.4,-124.5
992070,DB20,7  ENVIRONM BUOY 44004,US,3830N,07042W,3.0,38.5,-70.7
992080,DB20,8  ENVIRONM BUOY 44028,US,4124N,07106W,3.0,41.4,-71.1
992090,DB20,9  ENVIRONM BUOY 45001,US,4800N,08736W,3.0,48.0,-87.6
992100,DB21,0  ENVIRONM BUOY 44019,US,3624N,07512W,3.0,36.4,-75.2
992110,DB21,1  ENVIRONM BUOY 45004,US,4712N,08630W,3.0,47.2,-86.5
992120,DB21,2  ENVIRONM BUOY 42007,US,3006N,08848W,10.0,30.1,-88.8
992130,DB21,3  ENVIRONM BUOY 45006,US,4718N,09000W,3.0,47.3,-90.0
992140,DB21,4  ENVIRONM BUOY 45007,US,4242N,08706W,3.0,42.7,-87.1
