NUMBER,ICAO,NAME,COUNTRY,LAT,LON,ELEV
10010,ENJA,JAN MAYEN(NOR-NAVY),NO,7056N,00840W,9
10014,ENSO,STORD/SOERSTOKKEN,NO,5948N,00521E,49
10015,ENBL,FORDE/BRINGELAND,NO,6127N,00552E,150
10017,ENFR,FRIGG,NO,5956N,00200E,
10030,,HORNSUND RIVER,NO,7700N,01530E,12
10040,ENAS,NY-ALESUND II,NO,7855N,01156E,8
10080,ENSB,SVALBARD/LONGYEAR,NO,7815N,01528E,29
10100,ENAN,ANDOYA/ANDENES(AFB),NO,6918N,01609E,14
10150,,HEKKINGEN (LGT-H),NO,6936N,01750E,14
10160,,SENJA/GRASMYRSKOGEN,NO,6917N,01746E,50
10230,ENDU,BARDUFOSS (CIV/MIL),NO,6903N,01833E,79
10250,ENTC,TROMSO/LANGNES,NO,6941N,01855E,10
10280,ENBJ,BJORNOYA ISLAND,NO,7431N,01901E,14
10320,,OVERBYGD,NO,6901N,01917E,78
10330,,TORSVAG (LGT-H),NO,7015N,01930E,24
10340,,FUGLOYKALVEN (LH),NO,7019N,02009E,37
10350,,KVESMENES-RYENG,NO,6915N,01959E,37
10410,,NORDREISA,NO,6945N,02102E,4
10430,,LOPPA,NO,7020N,02128E,11
10435,ENHK,HASVIK,NO,7029N,02209E,10
10450,,NORDSTRAUM I KVAENA,NO,6950N,02153E,6
10460,ENSR,SORKJOSEN,NO,6947N,02058E,6
10470,ENKA,KAUTOKEINO II,NO,6901N,02304E,330
10490,ENAT,ALTA AIRPORT,NO,6959N,02322E,3
10510,,SOLOVOMI,NO,6935N,02332E,374
10520,ENHF,HAMMERFEST,NO,7040N,02340E,81
10550,,FRUHOLMEN (LGT-H),NO,7106N,02400E,14
10570,,CUOVDATMAKKI,NO,6922N,02426E,286
10590,ENNA,BANAK/LAKSELV (AFB),NO,7004N,02459E,8
10620,ENHO,HOPEN ISLAND,NO,7630N,02504E,10
10650,,KARASJOK,NO,6928N,02530E,133
10660,,HELNES (LGT-H),NO,7104N,02614E,33
10680,ENHV,HONNINGSVAG/VALAN,NO,7101N,02559E,14
10740,ENMH,MEHAMN,NO,7102N,02750E,13
10750,,RUSTEFJELBMA,NO,7024N,02812E,11
10780,,SLETNES (LGT-H),NO,7105N,02814E,10
10830,ENBV,BERLEVAG,NO,7052N,02902E,13
10840,,PASVIK,NO,6910N,02915E,54
10880,ENVD,VADSO,NO,7004N,02951E,39
10885,ENBS,BATSFJORD,NO,7038N,02944E,10
10890,ENKR,KIRKENES (CIV/MIL),NO,6944N,02954E,91
10920,,MAKKAUR (LGT-H),NO,7042N,03005E,9
10970,ENSS,SVARTNES,NO,7021N,03103E,12
10980,,VARDO,NO,7022N,03106E,15
11020,,SKLINNA (LGT-H),NO,6512N,01100E,16
11030,,LEKA ISLAND,NO,6506N,01142E,47
11060,,ROST II ISLAND,NO,6730N,01205E,11
11070,ENRS,ROST (NOR-AFB),NO,6731N,01206E,4
11080,,VEGA-VALLSJO,NO,6542N,01151E,2
11120,ENBN,BRONNOYSUND/BRONNOY,NO,6528N,01213E,9
11133,ENDI,DAGALI,NO,6025N,00831E,798
11150,,MYKEN ISLAND,NO,6646N,01229E,21
11160,ENST,SANDNESSJOEN/STOKKA,NO,6558N,01228E,17
11210,,NORD-SOLVAER,NO,6624N,01237E,10
11220,ENMS,MOSJOEN/KJAERSTAD &,NO,6548N,01308E,70
11340,,MAJAVATN III,NO,6511N,01325E,339
11370,,STOTT,NO,6656N,01327E,12
11380,,TENNHOLMEN (LGT-H),NO,6718N,01330E,14
11410,ENLK,LEKNES,NO,6809N,01337E,26
11470,,SUSENDAL-BJORMO,NO,6531N,01401E,265
11490,,NERDAL I RANA,NO,6616N,01359E,39
11510,ENRA,MOIRANA,NO,6622N,01418E,70
11520,ENBO,BODO VI (CIV/MIL),NO,6716N,01422E,13
11540,,LITLOY FYR,NO,6835N,01418E,50
11550,,BO I VESTERALEN II,NO,6838N,01428E,13
11600,,SKROVA (LGT-H),NO,6809N,01439E,11
11610,ENSH,SVOLVAER/HELLE,NO,6815N,01440E,9
11620,ENSK,STORKMARKNES/SKAGEN,NO,6835N,01501E,3
11670,,SORTLAND,NO,6842N,01525E,3
11690,,SALTDAL,NO,6651N,01519E,81
11720,,FINNOY I HAMAROY,NO,6800N,01537E,53
11830,ENEV,EVENES (CIV/MIL)  &,NO,6831N,01641E,26
11890,,LILAND,NO,6829N,01653E,19
11910,,SKJOMEN-SLETTJORD,NO,6817N,01719E,6
11940,ENNK,NARVIK III/FRAMNES,NO,6828N,01730E,23
11960,,TENEVOLL,NO,6854N,01749E,20
11990,,SICCAJAVRE,NO,6845N,02332E,382
12030,,KRAKENES (LGT-H),NO,6202N,00459E,40
12050,,SVINOY (LGT-H),NO,6220N,00516E,41
12090,ENOV,ORSTA-VOLDA/HOVDEN,NO,6211N,00604E,74
12100,ENAL,ALESUND/VIGRA,NO,6234N,00607E,22
12120,,ONA II,NO,6252N,00632E,15
12170,ENML,MOLDE/ARO,NO,6245N,00716E,3
12180,,TAFJORD,NO,6214N,00725E,17
12230,ENKB,KRISTIANSUND/KVERNB,NO,6307N,00750E,62
12240,,SKALMEN (LGT-H),NO,6328N,00745E,13
12270,,TINGVOLL-HANEM,NO,6251N,00818E,69
12280,,SULA,NO,6351N,00827E,28
12310,,LESJASKOG,NO,6214N,00822E,621
12320,,VINJEORA II,NO,6312N,00900E,47
12380,,FOKSTUA II,NO,6207N,00917E,974
12400,,HALTEN (LGT-H),NO,6410N,00925E,16
12410,ENOL,ORLAND III(NOR-AFB),NO,6342N,00936E,7
12450,,OPPDAL-BJORKE,NO,6236N,00941E,630
12520,,BERKAK-LYNGHOLT,NO,6249N,01001E,475
12590,,BUHOLMRASA (LGT-H),NO,6424N,01027E,21
12620,,NORDOYAN (LGT-H),NO,6448N,01033E,33
12710,ENVA,TRONDHEIM/VAERNES,NO,6328N,01056E,17
12740,,SELBU-STUBBE,NO,6313N,01107E,242
12780,,VERDAL-STIKLESTAD,NO,6348N,01134E,52
12800,,NAMDALSEID,NO,6415N,01112E,87
12820,ENRM,RORVIK/RYUM,NO,6451N,01114E,14
12823,,BECAME STN 012820,NO,6451N,01114E,14
12880,,ROROS (CITY),NO,6234N,01123E,630
12890,ENRO,ROROS AIRPORT,NO,6235N,01121E,626
12900,ENNM,NAMSOS AIRPORT,NO,6428N,01135E,2
12920,,MERAKER-KROGSTAD,NO,6327N,01142E,145
12950,,HARRAN,NO,6435N,01232E,118
12980,,NORDLI-HOLAND,NO,6427N,01343E,438
13040,,YTTEROYANE (LGT-H),NO,6134N,00441E,26
13060,,HELLISOY (LGT-H),NO,6045N,00443E,23
13100,ENFL,FLORO,NO,6135N,00502E,9
13110,ENBR,BERGEN/FLESLAND AFB,NO,6018N,00513E,50
13170,,BERGEN/FLORIDA,NO,6023N,00520E,36
13190,,TAKLE,NO,6102N,00523E,38
13200,ENSD,SANDANE/ANDA,NO,6150N,00607E,60
13220,,FORDE-VIE,NO,6127N,00554E,12
13250,,MODALEN II,NO,6050N,00557E,114
13280,,KVAMSKOGEN,NO,6024N,00555E,408
13300,,OMASTRAND,NO,6013N,00559E,6
13360,ENBM,VOSS/BOMOEN,NO,6039N,00630E,122
13390,,VANGSNES,NO,6110N,00639E,54
13410,,EIDFJORD-BU,NO,6028N,00652E,119
13440,,REIMEGREND,NO,6041N,00645E,560
13470,ENSG,SOGNDAL/HAUKASEN,NO,6109N,00708E,497
13510,,FINSE III,NO,6036N,00730E,1224
13550,,LAERDAL-TONJUM,NO,6104N,00731E,36
13570,,FORTUN,NO,6130N,00742E,30
13600,,BRATA,NO,6154N,00752E,711
13640,,GEILO-GEILOSTOLEN,NO,6031N,00813E,810
13650,,TYNKRYSSET,NO,5816N,00720E,340
13670,,FAGERNES,NO,6059N,00914E,365
13680,ENFG,FAGERNES/LEIRIN   &,NO,6100N,00918E,822
13700,,SKABU-STORSLAEN,NO,6131N,00923E,865
13720,,NESBYEN-SKOGLUND,NO,6034N,00908E,167
13740,,VEST-TORPA II,NO,6056N,01002E,542
13755,ENGC,GULLFAX (PLATFORM),NO,6102N,00202E,10
13780,,LILLEHAMMER-SAETHER,NO,6106N,01029E,242
13790,,SOR-NESSET,NO,6153N,01009E,739
13800,,VENABU,NO,6139N,01007E,940
13830,,EVENSTAD-OVERENGET,NO,6124N,01109E,255
13840,ENGM,OSLO/GARDERMOEN,NO,6012N,01105E,204
13890,,HAUGEDALSHOGDA,NO,6110N,01127E,240
13910,,FLISA,NO,6037N,01201E,188
13930,,DREVSJO,NO,6153N,01203E,674
14000,,EKOFISK,NO,5632N,00313E,46
14030,,UTSIRA (LGT-H),NO,5918N,00453E,56
14033,ENEK,EKOFISK OIL PLTFRM,NO,5633N,00315E,3
14060,,SLATTEROY (LGT-H),NO,5955N,00504E,16
14080,ENHD,HAUGESUND/KARMOY  &,NO,5921N,00513E,24
14120,,OBRESTAD (LGT-H),NO,5839N,00533E,26
14150,ENZV,STAVANGER/SOLA(AFB),NO,5853N,00538E,9
14170,,NEDRE VATS,NO,5929N,00545E,65
14230,,FISTER,NO,5911N,00604E,1
14240,,SAUDA,NO,5939N,00622E,5
14250,,UALAND-BJULAND,NO,5833N,00621E,200
14270,,LISTA (LGT-H),NO,5807N,00634E,14
14280,ENLI,LISTA/FARSUND (AFB),NO,5806N,00638E,10
14320,,SIRDAL-TJORHOM,NO,5853N,00651E,500
14330,,MIDTLAEGER,NO,5950N,00659E,1082
14350,,HAUKELISAETER/BROYT,NO,5949N,00713E,1019
14360,,LINDESNES (LGT-H),NO,5759N,00703E,23
14390,,KONSMA HAEGELAND,NO,6112N,00814E,864
14420,,BYGLANDSFJORD-SOLBA,NO,5840N,00748E,211
14460,,OYFJELL I TELEMARK,NO,5938N,00816E,804
14480,,OKSOY (LGT-H),NO,5804N,00803E,8
14500,,MOSSTRAND II,NO,5950N,00811E,977
14520,ENCN,KRISTIANSAND/KJEVIK,NO,5812N,00805E,17
14550,,TVEITSUND,NO,5902N,00831E,255
14590,,NELAUG,NO,5839N,00838E,161
14650,,TORUNGEN (LGT-H),NO,5824N,00848E,15
14670,,LYNGOR (LGT-H),NO,5838N,00909E,7
14700,,GVARV,NO,5923N,00911E,25
14703,ENNO,NOTODDEN,NO,5934N,00913E,19
14740,,LYNGDAL I NUMEDAL,NO,5954N,00932E,294
14750,ENSN,SKIEN/GEITERYGGEN,NO,5911N,00934E,14
14760,,JOMFRULAND (LGT-H),NO,5852N,00936E,12
14770,,KONGSBERG IV,NO,5940N,00939E,169
14820,,FERDER (LGT-H),NO,5902N,01032E,8
14830,ENTO,TORP (CIV/NOR-AFB),NO,5912N,01016E,88
14843,ENOA,OSEBERG           &,NO,5919N,01027E,15
14880,ENFB,OSLO/FORNEBU,NO,5954N,01037E,17
14900,,TRYVASSHOGDA II,NO,5959N,01041E,529
14940,ENRY,RYGGE (NOR-AFB),NO,5923N,01047E,53
14960,,HOLAND-LOKEN,NO,5948N,01128E,135
14970,,PRESTEBAKKE,NO,5900N,01132E,157
14980,,MAGNOR,NO,5958N,01213E,153
20120,,RITSEM,SN,6744N,01728E,523
20200,,KATTERJAKK,SN,6825N,01810E,517
20320,,TORNETRASK LAKE,SN,6813N,01943E,393
20430,,ESRANGE,SN,6756N,02104E,341
20440,ESNQ,KIRUNA AIRPORT,SN,6749N,02020E,452
20450,,KIRUNA GEOFYSISKA,SN,6750N,02026E,341
20490,ESNG,GALLIVARE (PRIVATE),SN,6709N,02050E,310
20600,,NAIMAKKA,SN,6841N,02132E,403
20860,,LAINIO,SN,6746N,02221E,317
20960,,PAJALA,SN,6713N,02324E,168
21040,,HEMAVAN,SN,6549N,01506E,475
21080,,KLIMPFJALL,SN,6504N,01448E,593
21120,,VUOGGATJALME,SN,6634N,01621E,500
21200,,KVIKKJOKK,SN,6657N,01745E,337
21240,,ARJEPLOG,SN,6602N,01752E,430
21280,ESPD,GUNNARN (SWE-AFB),SN,6501N,01741E,281
21363,ESKB,BARKARBY (SWE-AFB)&,SN,5925N,01753E,17
21420,ESNJ,JOKKMOKK (SWE-AFB),SN,6638N,01939E,264
21440,,ABRAUR,SN,6559N,01856E,374
21540,ESPE,VIDSEL (SWE-AFB),SN,6552N,02008E,182
21640,,PALKEM,SN,6623N,02138E,263
21850,,LULEA/KALLAX (AFB),SN,6533N,02208E,34
21860,ESPA,KALLAX/LULEA (AFB),SN,6533N,02208E,34
21960,,HAPARANDA,SN,6550N,02409E,6
21980,,STOROHAMN (PORT),SN,6544N,02306E,8
22000,,EDEVIK,SN,6359N,01252E,425
22060,,STORLIEN-VISJOVALEN,SN,6318N,01207E,644
22220,,GADDEDE,SN,6430N,01408E,330
22260,ESPC,OSTERSUND/FROSON AB,SN,6311N,01430E,370
22320,,NORRAKER,SN,6426N,01538E,346
22340,,STROMSUND,SN,6352N,01535E,373
22480,,KRANGEDE,SN,6310N,01610E,223
22520,,IDVATTNET,SN,6427N,01705E,353
22590,ESNK,KRAMFORS (SWE-AFB),SN,6303N,01746E,19
22620,,LYCKSELE,SN,6435N,01839E,234
22670,ESNO,ORNSKOLDSVIK ARPT,SN,6324N,01858E,103
22780,,SKAGSUDDE (LGT-H),SN,6311N,01901E,13
22860,ESNU,UMEA AIRPORT,SN,6348N,02017E,14
22880,,HOLMOGADD (LGT-H),SN,6336N,02046E,6
22930,ESNS,SKELLEFTEA AIRPORT,SN,6438N,02105E,49
22960,,BJUROKLUBB (LGT-H),SN,6429N,02135E,36
23060,,RORBACKSNAS,SN,6108N,01249E,465
23100,,STORSJO KAPELL,SN,6248N,01304E,583
23160,,SARNA,SN,6142N,01310E,438
23240,,SVEG,SN,6202N,01422E,360
23260,,HAMRA,SN,6139N,01500E,455
23360,,EDSBYN,SN,6123N,01550E,163
23420,,FRANSTA,SN,6231N,01611E,105
23650,,SUNDSVALL/HARNOSAND,SN,6232N,01728E,6
23660,ESNN,SUNDSVALL/HARNOSAND,SN,6232N,01727E,10
23760,ESCL,SODERHAMN (SWE-AFB),SN,6116N,01706E,36
24000,,OSTMARK,SN,6021N,01239E,310
24040,ESKV,ARVIKA,SN,5940N,01235E,78
24060,,BLOMSKOG,SN,5917N,01203E,110
24100,,MALUNG,SN,6041N,01343E,308
24120,,GUSTAVSFORS,SN,6009N,01348E,190
24180,ESSQ,KARLSTADT AIRPORT,SN,5922N,01328E,55
24280,,ATORP,SN,5906N,01422E,105
24283,ESOE,OREBRO (PRIVATE),SN,5914N,01503E,57
24284,ESKM,SILJAN/MORA,SN,6058N,01431E,193
24350,ESSD,BORLANGE (SWE-AFB),SN,6026N,01530E,161
24430,ESSK,GAVLE/SANDVIKEN AFB,SN,6036N,01657E,79
24440,,FOLKARNA,SN,6010N,01619E,70
24460,ESOW,VASTERAS/HASSLO AFB,SN,5935N,01638E,31
24580,ESCM,UPPSALA (SWE-AFB),SN,5953N,01736E,41
24600,ESSA,STOCKHOLM/ARLANDA,SN,5939N,01757E,61
24640,ESSB,STOCKHOLM/BROMMA,SN,5921N,01757E,11
24740,,SINGO ISLAND,SN,6010N,01845E,14
24853,ESKN,SKAVASTA/STOCKHOLM,SN,5847N,01655E,43
24960,,SVENSKA HOGARNA(LH),SN,5927N,01930E,12
25080,,MASESKAR (LGT-H),SN,5806N,01121E,14
25103,ESGT,TROLLHATTAN (PVT),SN,5819N,01221E,41
25120,ESGP,GOTEBORG/SAVE (AFB),SN,5747N,01153E,53
25180,,NIDINGEN (LGT-H),SN,5718N,01154E,5
25200,ESIB,SATENAS (SWE-AFB),SN,5826N,01242E,74
25240,,MOLLA,SN,5756N,01304E,190
25260,ESGG,GOTEBORG/LANDVETTER,SN,5740N,01218E,169
25270,,GOTEBORG (UPR-AIR),SN,5740N,01219E,155
25300,,NASHUVUD,SN,5854N,01315E,50
25350,ESGR,SKOVDE AIRPORT,SN,5827N,01358E,105
25500,ESGJ,JONKOPING AIRPORT,SN,5746N,01405E,232
25550,,NASSJO,SN,5739N,01442E,305
25560,ESMV,HAGSHULT (SWE-AFB),SN,5718N,01408E,172
25620,ESCF,LINKOPING/MALMEN,SN,5824N,01531E,117
25625,ESSL,LINKOPING/SAAB,SN,5824N,01541E,52
25640,,MALEXANDER,SN,5804N,01514E,200
25650,ESSF,HULTSFRED (SWE-AFB),SN,5731N,01550E,112
25660,,MALILLA,SN,5724N,01550E,98
25710,ESSP,NORRKOPING/KUNGSANG,SN,5835N,01615E,8
25760,,GLADHAMMAR,SN,5743N,01628E,35
25820,,LANDSORT (LGT-H),SN,5845N,01752E,32
25840,,GOTSKA SANDON (LH),SN,5824N,01912E,12
25860,,HARSTENA,SN,5815N,01701E,7
25880,,FARO ISLAND,SN,5754N,01910E,8
25900,ESSV,VISBY AIRPORT,SN,5740N,01821E,47
25910,ESQV,VISBY AERO STATION,SN,5739N,01821E,47
25920,,OLANDS NORRA UDDE,SN,5722N,01706E,4
26040,ESMT,HALMSTAD (SWE-AFB),SN,5641N,01250E,30
26060,,KULLEN (LGT-H),SN,5618N,01227E,72
26070,ESDB,ANGELHOLM (SWE-AFB),SN,5618N,01251E,47
26160,,FALSTERBO (LGT-H),SN,5523N,01249E,5
26260,,OSBY,SN,5622N,01357E,85
26300,ESDA,LJUNGBYHED(SWE-AFB),SN,5605N,01314E,52
26360,ESMS,MALMO/STURUP,SN,5533N,01322E,106
26400,ESFU,VAXJO/URASA (AFB),SN,5652N,01448E,166
26410,ESMX,VAXJO/KRONOBERG,SN,5656N,01444E,186
26500,,HANO ISLAND (LGT-H),SN,5601N,01451E,55
26510,ESMK,KRISTIANSTAD/EVEROD,SN,5555N,01405E,23
26640,ESDF,RONNEBY (SWE-AFB),SN,5616N,01517E,74
26660,,UNGSKAR,SN,5602N,01548E,3
26680,,KUNGSHOLMS FORT,SN,5604N,01535E,5
26700,,KALMAR AIRPORT,SN,5641N,01618E,17
26720,ESMQ,KALMAR,SN,5644N,01618E,16
26800,,HOBURG (LGT-H),SN,5655N,01809E,39
28010,,KILPISJARVI,FI,6903N,02047E,476
28050,,KEVO,FI,6945N,02702E,101
28070,EFIV,IVALO,FI,6837N,02725E,148
28230,,MUONIO,FI,6758N,02341E,253
28234,EFKT,KITTILA,FI,6742N,02451E,643
28360,EFSO,SODANKYLA,FI,6722N,02639E,179
28440,EFPE,PELLO,FI,6648N,02400E,84
28450,EFRO,ROVANIEMI (CIV/MIL),FI,6634N,02550E,201
28480,,SALLA,FI,6649N,02840E,223
28630,,KEMI I (AUT),FI,6525N,02408E,13
28640,EFKE,KEMI,FI,6547N,02435E,15
28670,EFPU,PUDASJARVI,FI,6522N,02701E,117
28690,EFKS,KUUSAMO,FI,6558N,02911E,263
28740,EFHL,HAILUOTO ISLAND,FI,6502N,02448E,6
28744,EFYL,YLIVIESKA,FI,6403N,02444E,77
28750,EFOU,OULU/ULEABORG,FI,6456N,02522E,15
28790,EFSU,SUOMUSSALMI,FI,6454N,02901E,224
28970,EFKI,KAJAANI,FI,6417N,02741E,136
29010,,MASSKAR,FI,6344N,02235E,13
29030,EFKK,KRUUNUPYY,FI,6343N,02309E,25
29050,,NIVALA,FI,6355N,02458E,81
29070,,ULKOKALLA (AUT),FI,6420N,02336E,10
29100,,VALASSAARET (LGT-H),FI,6326N,02104E,8
29110,EFVA,VAASA,FI,6303N,02146E,4
29130,EFKA,KAUHAVA (FIN-AFB),FI,6306N,02302E,44
29150,EFVI,VIITASAARI,FI,6305N,02552E,132
29170,EFKU,KUOPIO (MIL/CIV),FI,6301N,02748E,102
29190,,ILOMANTSI,FI,6241N,03057E,165
29210,,MOIKIPAA,FI,6253N,02106E,13
29240,EFHT,AHTARI,FI,6232N,02413E,161
29244,EFIL,ILMAJOKI,FI,6242N,02250E,92
29290,EFJO,JOENSUU,FI,6240N,02938E,117
29350,EFJY,JYVASKYLA (MIL/CIV),FI,6224N,02541E,145
29420,,NIINISALO,FI,6151N,02228E,136
29440,EFTP,TAMPERE/PIRKKALA,FI,6125N,02335E,112
29450,EFHA,HALLI (FIN-AFB),FI,6151N,02448E,145
29470,EFMI,MIKKELI,FI,6144N,02718E,138
29474,EFVR,VARKAUS,FI,6210N,02752E,87
29480,EFSA,SAVONLINNA (AUT),FI,6157N,02857E,95
29520,EFPO,PORI (MIL/CIV),FI,6128N,02148E,17
29580,EFLP,LAPPEENRANTA,FI,6105N,02809E,106
29610,,KUUSKAJASKARI,FI,6108N,02122E,10
29630,,JOKIOINEN,FI,6049N,02330E,103
29650,,LAHTI,FI,6058N,02538E,84
29660,EFUT,UTTI (FIN-AFB),FI,6054N,02656E,100
29700,EFMA,MARIEHAMN/ALAND ISL,FI,6007N,01954E,6
29720,EFTU,TURKU/ABO,FI,6031N,02216E,59
29730,,SUOMUSJARVI,FI,6024N,02346E,86
29740,EFHK,HELSINKI/VANTAA,FI,6019N,02458E,56
29750,EFHF,HELSINKI/MALMI    &,FI,6015N,02503E,28
29760,,RANKKI,FI,6022N,02658E,12
29800,,NYHAMN,FI,5958N,01958E,10
29810,,UTO ISLAND,FI,5947N,02123E,7
29820,,RUSSARO,FI,5946N,02257E,11
29840,,BAGASKAR,FI,5956N,02401E,21
29870,,KALLBADAGRUND (AUT),FI,5959N,02536E,19
29880,,ISOSAARI,FI,6006N,02504E,5
29900,,KUMLINGE ISLAND,FI,6018N,02045E,5
29930,,MARKET (AUT),FI,6018N,01908E,11
30010,,MUCKLE FLUGGA (LH),UK,6051N,00053W,53
30020,,BALTASOUND (SAWS),UK,6045N,00051W,15
30030,EGPB,SUMBURGH (CAPE),UK,5953N,00118W,5
30040,,COLLAFIRTH HILL,UK,6032N,00123W,228
30050,,LERWICK/SHETLAND IS,UK,6008N,00111W,84
30060,,SELLA NESS (AUT),UK,6027N,00116W,8
30064,EGPM,SCATSA/SHETLAND ISL,UK,6026N,00118W,22
30065,EGPW,UNST ISLAND,UK,6044N,00049W,285
30070,,MUCKLE HOLM (AUT),UK,6035N,00116W,22
30080,,FAIR ISLE,UK,5932N,00138W,59
30090,,NORTH RONALDSAY ISL,UK,5922N,00225W,11
30100,,SULE SKERRY (AUT),UK,5905N,00424W,16
30110,,NORTH RONA ISL AWS,UK,5907N,00549W,98
30130,,FOULA ISLAND (AUX),UK,6009N,00204W,22
30140,,FOULA ISLAND (AUT),UK,6007N,00204W,13
30170,EGPA,KIRKWALL AIRPORT,UK,5857N,00254W,21
30210,,LOCHBOISDALE,UK,5709N,00719W,6
30220,EGPL,BENBECULA ISLAND,UK,5728N,00722W,6
30240,,HYSKEIR (LGT-H),UK,5658N,00641W,10
30250,,BUTT OF LEWIS (LH),UK,5831N,00616W,23
30260,EGPO,STORNOWAY,UK,5813N,00619W,13
30270,,WATERSTEIN (AUX),UK,5726N,00646W,92
30310,,LOCH GLASCARNOCH,UK,5743N,00453W,265
30340,,AULTBEA (AUT),UK,5752N,00538W,11
30350,,BARRA ISLAND,UK,5702N,00727W,3
30380,,FORT WILLIAM,UK,5650N,00506W,20
30400,,KILMORY (AUX),UK,5646N,00603W,45
30410,,AONACH MOR.(AMOS),UK,5649N,00458W,1130
30440,,ALTNAHARRA,UK,5817N,00426W,80
30470,,TULLOCH BRIDGE(AUT),UK,5652N,00442W,237
30490,,CAPE WRATH (LGT-H),UK,5838N,00500W,112
30540,,STRATHY PT. (LGT-H),UK,5836N,00401W,32
30550,,RACKWICK,UK,5852N,00323W,20
30570,,FOYERS,UK,5716N,00429W,21
30580,,INVERGORDON HARBOUR,UK,5741N,00410W,3
30590,EGPE,INVERNESS/DALCROSS,UK,5732N,00403W,9
30600,,TUMMEL BRIDGE,UK,5642N,00401W,145
30620,EGQA,TAIN RANGE (SAWS),UK,5749N,00358W,4
30630,,AVIEMORE,UK,5712N,00350W,220
30650,,CAIRNGORM MTNS(AUT),UK,5707N,00338W,1245
30660,EGQK,KINLOSS RAF,UK,5739N,00334W,7
30670,,FEALAR LODGE,UK,5654N,00338W,560
30680,EGQS,LOSSIEMOUTH RAF,UK,5743N,00319W,13
30700,,GLENLIVET,UK,5721N,00321W,215
30710,,GRANTOWN-ON-SPEY,UK,5720N,00338W,335
30740,,SCRABSTER HARBOUR,UK,5837N,00333W,10
30750,EGPC,WICK,UK,5827N,00305W,39
30760,,TEMP FOR 03075,UK,5827N,00306W,39
30770,,LYBSTER,UK,5819N,00317W,85
30800,,ABOYNE (SAWS),UK,5705N,00250W,140
30850,,INCHMARLO,UK,5704N,00232W,80
30880,,INVERBERVIE (SAWS),UK,5651N,00216W,134
30910,EGPD,ABERDEEN/DYCE,UK,5712N,00213W,65
30920,,PETERHEAD HARBOUR,UK,5730N,00146W,5
30940,,ROSEHEARTY,UK,5742N,00207W,4
31000,EGPU,TIREE ISLAND,UK,5630N,00653W,12
31020,,ORSAY (LGT-H),UK,5540N,00630W,23
31053,EGPI,ISLAY/PORT ELLEN  &,UK,5541N,00615W,18
31110,EGQJ,MACHRIHANISH RAF,UK,5526N,00542W,13
31140,,OBAN,UK,5625N,00528W,4
31180,,CORSEWALL PT. (LH),UK,5500N,00509W,15
31200,,LOCHRANZA,UK,5542N,00518W,8
31320,EGOY,WEST FREUGH (AUT),UK,5451N,00457W,12
31350,EGPK,PRESTWICK(CIV/NAVY),UK,5530N,00435W,20
31360,,PRESTWICK(ROYAL),UK,5531N,00435W,28
31370,,WHITHORN,UK,5442N,00425W,40
31380,,GREENOCK (AUX),UK,5558N,00448W,10
31400,EGPF,GLASGOW AIRPORT,UK,5552N,00426W,8
31440,,STRATHALLAN (AUT),UK,5619N,00344W,35
31520,,SALSBURGH,UK,5552N,00352W,275
31530,,DUNDRENNAN (AUT),UK,5448N,00400W,114
31540,,DUMFRIES/DRUNGANS,UK,5503N,00339W,16
31550,,DRUMALBIN,UK,5537N,00345W,237
31573,EGPT,PERTH/SCONE       &,UK,5627N,00322W,121
31580,,CHARTERHALL (AUT),UK,5542N,00223W,112
31600,EGPH,EDINBURGH AIRPORT &,UK,5557N,00321W,41
31610,,EDDLESTON,UK,5542N,00313W,195
31620,,ESKDALEMUIR,UK,5519N,00312W,242
31634,EGPN,DUNDEE/RIVERSIDE,UK,5627N,00301W,4
31650,EGOM,SPADEADAM,UK,5503N,00233W,325
31700,,SHANWELL,UK,5626N,00252W,5
31710,EGQL,LEUCHARS RAF,UK,5623N,00252W,12
31740,,FIFE NESS (CAPE),UK,5618N,00235W,6
31760,,CARTERHOUSE,UK,5522N,00231W,308
31850,,ST. ABB'S HEAD (LH),UK,5555N,00208W,75
32040,EGNS,ISLE OF MAN/RONALDS,UK,5405N,00438W,17
32070,,SNAEFELL-ISLE,UK,5416N,00428W,615
32080,,POINT OF AYRE (LH),UK,5425N,00422W,9
32090,,DRUMBURGH,UK,5456N,00309W,7
32100,,ST. BEES HEAD (AUT),UK,5431N,00336W,124
32120,,KESWICK (AUT),UK,5437N,00309W,81
32130,,ESKMEALS,UK,5419N,00324W,9
32140,EGNL,WALNEY ISL/BARROW,UK,5407N,00315W,15
32150,,ASPATRIA,UK,5446N,00319W,61
32200,,CARLISLE (AUT),UK,5456N,00258W,28
32220,EGNC,CARLISLE,UK,5456N,00257W,26
32240,,SPADEADAM(SAMOS),UK,5503N,00234W,285
32250,,SHAP (AUT),UK,5430N,00241W,249
32260,,WARCOP (AUT),UK,5434N,00225W,227
32270,,GREAT DUNSELL (AUT),UK,5441N,00227W,847
32290,,GREAT DUN FELL,UK,5442N,00227W,847
32300,,REDESDALE (AUT),UK,5517N,00217W,207
32350,,BOLT SHOPE PARK,UK,5449N,00205W,434
32400,EGQM,BOULMER,UK,5525N,00136W,23
32410,,LONG FRAMLINGTON,UK,5518N,00148W,158
32420,,BURNHOPE,UK,5449N,00143W,244
32433,EGNT,NEWCASTLE         &,UK,5502N,00142W,81
