NUMBER,ICAO,NAME,COUNTRY,LAT,LON,ELEV
851750,SLAS,ASCENCION GUARAYOS,BO,1543S,06306W,247
851950,SLJV,SAN JAVIER,BO,1616S,06228W,520
851960,SLCP,CONCEPCION,BO,1615S,06206W,497
852010,SLLP,LA PAZ/JFK INTL,BO,1631S,06811W,4014
852070,SLSI,SAN IGNACIO VELASCO,BO,1622S,06057W,413
852100,,SAN MATIAS,BO,1623S,05819W,
852230,SLCB,COCHABAMBA/JORGE WI,BO,1727S,06606W,2531
852300,SLCN,CHARANA,BO,1735S,06927W,4057
852420,SLOR,ORURO/JUAN MENDOZA,BO,1803S,06704W,3702
852440,SLVR,VIRU VIRU INTL ARPT,BO,1739S,06308W,373
852450,SLET,SANTA CRUZ/EL TROMP,BO,1748S,06310W,414
852470,SLJE,SAN JOSE,BO,1750S,06045W,284
852640,,VALLEGRANDE,BO,1830S,06406W,
852680,SLRB,ROBORE (CIV/MIL),BO,1819S,05945W,284
852830,SLSU,SUCRE/JUANA AZURDUY,BO,1901S,06516W,2903
852890,SLPS,PUERTO SUAREZ/SALVA,BO,1900S,05744W,135
852930,SLPO,POTOSI/ROJAS,BO,1932S,06543W,3934
853120,,MONTEAGUDD,BO,1950S,06400W,
853150,SLCA,CAMIRI,BO,2003S,06334W,792
853450,SLVM,VILLA MONTES/RAFAEL,BO,2116S,06330W,400
853640,SLTJ,TARIJA/CAPT ORIEL,BO,2132S,06443W,1858
853650,SLYA,YACUIBA,BO,2201S,06342W,617
853940,,BERMEJO,BO,2245S,06323W,
854060,SCAR,ARICA/CHACALLUTA,CH,1820S,07020W,59
854180,SCDA,IQUIQUE/DIEGO ARAC,CH,2032S,07011W,52
854320,SCCF,CALAMA/EL LOA     &,CH,2230S,06854W,2312
854420,SCFA,ANTOFAGASTA/CERRO,CH,2326S,07026W,120
854600,SCRA,CHANARAL,CH,2619S,07037W,30
854660,,CALDERA,CH,2704S,07048W,55
854690,SCIP,EASTER ISLAND,CH,2709S,10925W,47
854700,SCHA,COPIAPO/CHAMONATE &,CH,2718S,07025W,291
854860,SCLL,VALLENAR,CH,2836S,07046W,538
854880,SCSE,LA SERENA/LAFLORIDA,CH,2955S,07112W,146
855430,SCER,QUINTERO (MIL),CH,3247S,07131W,8
855620,SCBL,EL BELLOTO (MIL),CH,3303S,07125W,123
855740,SCEL,PUDAHUEL/ARTURO MER,CH,3323S,07047W,476
855790,SCTI,LOS CERRILLOS,CH,3329S,07042W,511
855800,SCTB,EULOGIO SANCHEZ,CH,3327S,07033W,649
855810,SCBQ,EL BOSQUE (MIL),CH,3334S,07041W,573
855850,,ROBINSON CRUSOE ISL,CH,3340S,07859W,31
855860,SCSN,SANTO DOMINGO,CH,3339S,07137W,75
856080,SCRG,DE LA INDEPENDENCIA,CH,3410S,07046W,441
856290,SCIC,CURICO/GEN FREIRE,CH,3458S,07114W,242
856720,SCCH,CHILLAN/GEN BERNARD,CH,3634S,07202W,148
856820,SCIE,CONCEPCION/CARRIEL,CH,3646S,07303W,16
857030,SCGE,MARIA DOLORES,CH,3724S,07225W,114
857430,SCTC,TEMUCO/MAQUEHUE,CH,3845S,07238W,120
857660,SCVD,VALDIVIA/PICHOY,CH,3937S,07304W,14
857820,SCJO,OSORNO/CANAL BAJO,CH,4036S,07303W,65
857990,SCTE,PUERTO MONTT/TEPUAL,CH,4125S,07305W,86
858180,SCAC,ANCUD/PUPELDE     &,CH,4154S,07348W,114
858203,SCSR,SEGUNDO CORRAL ALTO,CH,4205S,07152W,366
858250,SCST,CASTRO/GAMBOA,CH,4229S,07346W,44
858300,SCTN,CHAITEN           &,CH,4256S,07242W,4
858310,SCON,QUELLON,CH,4307S,07338W,3
858320,SCFT,FUTALEUFU,CH,4311S,07150W,318
858360,SCAP,ALTO PALENA,CH,4338S,07148W,277
858620,,PUERTO AYSEN,CH,4524S,07240W,11
858640,SCCY,COYHAIQUE/TENIENTE,CH,4535S,07202W,311
858740,SCBA,BALMACEDA,CH,4555S,07141W,524
858860,SCCC,CHILE CHICO,CH,4633S,07142W,325
858920,SCHR,COCHRANE,CH,4714S,07233W,167
859210,,PUERTO NATALES,CH,5142S,07232W,70
859300,,ISLOTES EVANGELISTA,CH,5224S,07506W,52
859340,SCCI,PUNTA ARENAS/PRES C,CH,5300S,07051W,37
859363,SCFM,CAPT FUENTES MARTIN,CH,5315S,07020W,30
859720,,ISLA DIEGO RAMIREZ,CH,5636S,06843W,42
860110,,BASE 5/GRAL A. JARA,PY,1932S,05922W,150
860170,SGNA,NUEVA ASUNCION,PY,2043S,06155W,315
860330,,BAHIA NEGRA,PY,2013S,05810W,96
860380,,LA PATRIA,PY,2120S,06130W,190
860650,,PRATS-GIL,PY,2242S,06130W,220
860680,SGME,MARISCAL ESTIGARRIB,PY,2201S,06036W,181
860703,SGFI,FILADELFIA        &,PY,2222S,06003W,139
860860,,PUERTO CASADO,PY,2217S,05752W,87
860970,,PEDRO JUAN CABALLER,PY,2235S,05539W,662
861340,SGCO,CONCEPCION/MARISCAL,PY,2325S,05718W,74
861840,,PUERTO ANTEQUERA,PY,2406S,05710W,64
861920,,SAN ESTANISLAO,PY,2439S,05626W,168
862100,,SALTOS DEL GUAIRA,PY,2403S,05419W,300
862160,,SAN LORENZO,PY,2522S,05733W,120
862180,SGAS,ASUNCION/SILVIO PET,PY,2516S,05738W,101
862330,,VILLARRICA,PY,2545S,05626W,161
862470,,VIVERO FORESTAL,PY,2531S,05447W,200
862480,,CIUDAD DEL ESTE,PY,2532S,05436W,196
862550,SGPI,PILAR,PY,2651S,05819W,56
862600,,SAN JUAN BAUTISTA,PY,2640S,05709W,126
862680,,CAAZAPA,PY,2611S,05621W,150
862850,,CAPITAN MEZA,PY,2656S,05512W,150
862880,,ITA-CORA,PY,2713S,05816W,90
862970,SGEN,ENCARNACION,PY,2719S,05550W,91
863150,,BELLA UNION,UY,3016S,05735W,54
863300,SUAG,ARTIGAS,UY,3023S,05630W,123
863500,SURV,RIVERA,UY,3058S,05529W,205
863600,SUSO,SALTO,UY,3123S,05757W,34
863700,SUTB,TACUAREMBO,UY,3142S,05559W,134
864300,SUPU,PAYSANDU,UY,3220S,05802W,61
864400,SUMO,MELO/CERRO LARGO,UY,3222S,05411W,100
864500,,YOUNG,UY,3241S,05738W,81
864600,,PASO DE LOS TOROS,UY,3248S,05631W,75
864900,SUME,MERCEDES/RICARDO DE,UY,3315S,05804W,22
865000,SUTR,TREINTA Y TRES,UY,3313S,05423W,46
865300,SUDU,DURAZNO/SANTA BERNA,UY,3321S,05630W,93
865450,,FLORIDA,UY,3403S,05608W,97
865600,SUCA,COLONIA SACRAMENTO,UY,3427S,05750W,23
865650,,ROCHA,UY,3429S,05418W,18
865750,SUAA,MELILLA/ANGEL S. AD,UY,3447S,05615W,54
865800,SUMU,CARRASCO (CIV/MIL),UY,3450S,05600W,32
865823,SULS,CAPITAN CORBETA,UY,3452S,05506W,30
865850,,EL PRADO,UY,3451S,05612W,16
865955,SUPE,MALDONADO/PUNTA EST,UY,3455S,05455W,15
870070,SASQ,LA QUIACA OBSERVAT,AG,2206S,06536W,3462
870160,SASO,ORAN AIRPORT,AG,2309S,06419W,357
870220,SAST,TARTAGAL AIRPORT,AG,2239S,06349W,450
870460,SASJ,JUJUY AIRPORT,AG,2423S,06505W,1167
870470,SASA,SALTA AIRPORT,AG,2451S,06529W,1216
870650,SASR,RIVADAVIA,AG,2410S,06254W,205
870710,SACQ,MONTE QUEMADO,AG,2545S,06252W,220
870780,SATK,LAS LOMITAS,AG,2442S,06035W,130
870970,SARI,IGUAZU/CATARATAS,AG,2544S,05428W,270
871210,SANT,TUCUMAN/TENIENTE,AG,2651S,06506W,450
871290,SANE,SANTIAGO DEL ESTERO,AG,2746S,06418W,199
871460,,VILLA ANGELA,AG,2734S,06044W,75
871490,SARS,PRESIDENT R S PENA,AG,2649S,06027W,92
871550,SARE,RESISTENCIA AIRPORT,AG,2727S,05903W,52
871620,SARF,FORMOSA AIRPORT   &,AG,2612S,05814W,60
871660,SARC,CORRIENTES AIRPORT,AG,2727S,05846W,62
871710,,GENERAL PAZ,AG,2745S,05738W,74
871730,,YACIRETA,AG,2735S,05641W,71
871780,SARP,POSADAS AIRPORT,AG,2722S,05558W,125
871870,,OBERA,AG,2729S,05508W,343
872110,SANI,TINOGASTA,AG,2804S,06734W,1201
872130,,ANGUINAN AIRPORT,AG,2914S,06726W,945
872140,SANO,CHILECITO,AG,2913S,06726W,950
872170,SANL,LA RIOJA/CAPT VICEN,AG,2923S,06649W,429
872220,SANC,CATAMARCA AIRPORT,AG,2836S,06546W,454
872440,SACV,VILLA MARIA DEL RIO,AG,2954S,06341W,341
872570,SANW,CERES,AG,2953S,06157W,88
872700,,RECONQUISTA AIRPORT,AG,2911S,05940W,53
872733,SATG,GOYA              &,AG,2906S,05913W,38
872814,SATM,MERCEDES,AG,2913S,05805W,107
872860,SATU,CURUZU CUATIA ARPT,AG,2946S,05758W,73
872890,SARL,PASO DE LOS LIBRES,AG,2941S,05709W,70
873050,SAMJ,JACHAL,AG,3015S,06845W,1165
873110,SANU,SAN JUAN AIRPORT,AG,3134S,06825W,598
873200,,CHAMICAL AIRPORT,AG,3022S,06617W,461
873205,SACT,GOBERNADOR GORDILLO,AG,3022S,06618W,457
873220,SACP,CHEPES,AG,3120S,06636W,658
873280,SAOD,VILLA DOLORES ARPT,AG,3157S,06508W,569
873364,SACC,LA CUMBRE,AG,3100S,06433W,1138
873440,SACO,CORDOBA AIRPORT,AG,3119S,06413W,474
873490,SACI,PILAR OBSERVATORIO,AG,3140S,06353W,338
873710,SAAV,SAUCE VIEJO AIRPORT,AG,3142S,06049W,18
873740,SAAP,PARANA/GEN URQUIZA,AG,3147S,06029W,78
873850,SAAU,VILLAGUAY,AG,3151S,05905W,43
873870,,SAUCE,AG,3005S,05846W,68
873930,SARM,MONTE CASEROS ARPT,AG,3015S,05739W,54
873950,SAAC,CONCORDIA/PIERRESTE,AG,3118S,05801W,38
874050,SAMU,USPALLATA,AG,3236S,06920W,1844
874120,SAMS,SAN CARLOS,AG,3346S,06902W,940
874160,SAMI,SAN MARTIN,AG,3305S,06825W,653
874180,SAME,MENDOZA/EL PLUMERIL,AG,3250S,06847W,704
874360,SAOU,SAN LUIS AIRPORT,AG,3316S,06621W,702
874480,SAOR,VILLA REYNOLDS ARPT,AG,3344S,06523W,486
874530,SAOC,RIO CUARTO AIRPORT,AG,3307S,06414W,421
874670,SAOM,MARCOS JUAREZ ARPT,AG,3242S,06209W,114
874800,SAAR,ROSARIO AIRPORT,AG,3255S,06047W,25
874970,SAAG,GUALEGUAYCHU ARPT,AG,3300S,05837W,21
875060,SAMM,MALARGUE AIRPORT,AG,3530S,06935W,1425
875090,SAMR,SAN RAFAEL AIRPORT,AG,3435S,06824W,748
875320,SAZG,GENERAL PICO ARPT,AG,3542S,06345W,145
875340,SAOL,LABOULAYE,AG,3408S,06322W,137
875440,SAZP,PEHUAJO/CMDR ZANNI,AG,3552S,06154W,86
875480,SAAJ,JUNIN AIRPORT,AG,3433S,06057W,81
875500,,NUEVE DE JULIO,AG,3527S,06053W,76
875630,,LAS FLORES AIRPORT,AG,3604S,05906W,38
875680,SADD,DON TORCUATO ARPT,AG,3429S,05837W,4
875690,,SAN MIGUEL,AG,3433S,05844W,26
875710,SADP,EL PALOMAR AIRPORT,AG,3436S,05836W,12
875720,SADJ,MARIANO MORENO,AG,3434S,05847W,28
875740,SADM,BUENOS AIRES/MORON,AG,3441S,05839W,30
875760,SAEZ,BUENOS AIRES/EZEIZA,AG,3449S,05832W,20
875800,,MARTIN GARCIA ISL,AG,3411S,05816W,36
875820,SABE,AEROPARQUE(CIV/MIL),AG,3434S,05825W,6
875850,SABA,BUENOS AIRES (OBS),AG,3435S,05829W,25
875930,SADL,LA PLATA AIRPORT,AG,3458S,05754W,19
875960,,PUNTA INDIO NAS,AG,3522S,05717W,22
875980,,PONTON RECALADA(LH),AG,3510S,05615W,11
876160,,VICTORICA,AG,3613S,06526W,312
876190,,GENERAL ACHA      &,AG,3722S,06435W,219
876230,SAZR,SANTA ROSA AIRPORT,AG,3634S,06416W,191
876370,,CORONEL SUAREZ,AG,3726S,06153W,233
876390,SAZI,BOLIVAR,AG,3615S,06106W,93
876400,,BOLIVAR AERO,AG,3615S,06106W,93
876420,SAZA,AZUL AIRPORT,AG,3645S,05950W,132
876430,,OLOVARRIA AERO,AG,3653S,06013W,166
876450,SAZT,TANDIL AIRPORT,AG,3714S,05915W,175
876480,SAZD,DOLORES AIRPORT,AG,3621S,05744W,9
876490,,BENITO JUAREZ,AG,3743S,05947W,207
876570,,PUNTA MEDANOS (LH),AG,3653S,05640W,9
876580,,SANTA TERESITA,AG,3633S,05641W,4
876630,SAZV,VILLA GESELL,AG,3714S,05702W,7
876790,SAZE,PIGUE AIRPORT,AG,3736S,06223W,304
876880,SAZH,TRES ARROYOS,AG,3820S,06015W,115
876890,,MAR CHIQUITA,AG,3744S,05725W,8
876920,SAZM,MAR DEL PLATA ARPT,AG,3756S,05735W,21
877150,SAZN,NEUQUEN AIRPORT,AG,3857S,06808W,271
877360,SAZQ,RIO COLORADO,AG,3901S,06405W,79
877430,,EL RINCON (LGT-H),AG,3923S,06201W,7
877480,,COMANDANTE ESPORA,AG,3844S,06210W,74
877500,SAZB,BAHIA BLANCA (MIL),AG,3844S,06210W,83
877580,SAZO,NECOCHEA AIRPORT,AG,3829S,05850W,32
877610,SAZY,CHAPELCO,AG,4005S,07108W,779
877630,,CATEDRAL 2000,AG,4115S,07137W,1955
877650,SAZS,SAN CARLOS BARILOCH,AG,4109S,07110W,840
877740,,MAQUINCHAO,AG,4115S,06844W,888
877840,SAVO,SAN ANTONIO OESTE,AG,4044S,06457W,7
877910,SAVV,VIEDMA/CASTELLO,AG,4051S,06301W,7
878000,SAVB,EL BOLSON AERO,AG,4158S,07131W,337
878030,SAVE,ESQUEL AIRPORT,AG,4258S,07109W,794
878034,SAVD,EL MAITEN,AG,4202S,07110W,720
878070,SAWS,JOSE DE SAN MARTIN,AG,4403S,07026W,720
878140,SAVP,PASO DE INDIOS,AG,4349S,06853W,460
878280,SAVT,TRELEW/ALMIRANTE ZA,AG,4312S,06516W,43
878520,SAWP,PERITO MORENO ARPT,AG,4631S,07101W,429
878524,SAWM,RIO MAYO,AG,4542S,07015W,545
878525,SAVR,ALTO RIO SENGUERR,AG,4501S,07049W,697
878600,SAVC,COMODORO RIVADAVIA,AG,4547S,06730W,46
878800,SAWR,GOBERNADOR GREGORES,AG,4847S,07010W,356
878960,SAWD,PUERTO DESEADO ARPT,AG,4744S,06555W,80
879030,SAWA,LAGO ARGENTINO ARPT,AG,5020S,07218W,220
879090,SAWJ,SAN JULIAN AIRPORT,AG,4919S,06747W,62
879120,SAWU,SANTA CRUZ AIRPORT,AG,5001S,06834W,111
879174,SAWT,EL TURBIO/RIO TURBI,AG,5136S,07213W,273
879250,SAWG,RIO GALLEGOS ARPT,AG,5137S,06917W,19
879280,,CABO VIRGENES (LH),AG,5220S,06821W,24
879340,SAWE,RIO GRANDE AIRPORT,AG,5348S,06745W,22
879360,,LAGO FAGNANO,AG,5434S,06717W,109
879380,SAWH,USHUAIA (ARG-NAVY),AG,5448S,06819W,14
888780,,BOGUS FALKLAND,FK,0000S,00000W,
888800,,WEST POINT ISLAND,FK,5121S,06041W,26
888820,,WEDDELL ISLAND,FK,5154S,06054W,7
888830,,BOGUS FALKLAND,FK,0000S,00000W,
888840,,FOX BAY,FK,5157S,06003W,21
888890,EGYP,MOUNT PLEASANT ARPT,FK,5149S,05827W,73
888910,SFAL,STANLEY AIRPORT,FK,5141S,05746W,23
888970,,BOGUS FALKLAND,FK,0000S,00000W,
889020,,GRYTVIKEN/FLAT BLUF,FK,5416S,03630W,10
889030,,"GRYTVIKEN,S.GEORGIA",FK,5416S,03630W,3
889630,,ESPERANZA ARG-BASE,AG,6324S,05659W,13
889680,,ISLAS ORCADAS (MET),AG,6045S,04443W,6
889810,,ZAVODOVSKI IL AUT,FK,5617S,02735W,113
889860,,SOUTH THULE IL AUT,FK,5927S,02719W,27
890010,,SANAE SAF-BASE,ZA,7018S,00221W,62
890020,,VON-NEUMAYER G-BASE,DL,7040S,00815W,40
890090,,AMUNDSEN-SCOTT,US,9000S,00000W,2830
890140,,NORDENSKIOLD BASE,FI,7303S,01323W,
890220,,HALLEY BRI-BASE,UK,7530S,02639W,30
890240,,NAVY OPERATED(AMOS),US,7731S,02344W,1545
890340,,BELGRANO 2 ARG-BASE,AG,7752S,03437W,251
890420,,SIGNY ISL BRI-BASE&,UK,6043S,04536W,6
890440,,DRUZHNAYA SOV-BASE,RA,7734S,04013W,35
890450,,BELGRANO 3 ARG-BASE,AG,7754S,04559W,243
890500,,BELLINGSHAUSEN,RA,6212S,05856W,16
890520,,ARCTOWSKI POL-BASE,PL,6210S,05828W,2
890530,,TENIENTE JUBANY,AG,6214S,05838W,4
890540,,DINAMET-URUGUAY,UY,6210S,05850W,10
890550,,VICECOMODORO MARAM,AG,6414S,05643W,198
890560,,FREI CHI-BASE     &,CH,6211S,05859W,10
890570,,BASE ARTURO PRAT  &,CH,6230S,05941W,5
890580,,GREAT WALL,CI,6213S,05858W,10
890590,,BERNARDO O'HIGGINS&,CH,6319S,05754W,10
890600,,PRIMAVERA ARG-BASE,AG,6409S,06057W,50
890610,,PALMER USA-BASE,US,6446S,06405W,8
890620,,ROTHERA PT BRI-BASE,UK,6734S,06808W,16
890630,,FARADAY (ARG ISL) &,UK,6515S,06416W,11
890640,,JUAN CARLOS ISLAND,SP,6240S,06023W,10
890650,,FOSSIL BLUFF      &,UK,7120S,06821W,55
890660,,SAN-MARTIN ARG-BASE,AG,6808S,06708W,4
890830,,SIPLE USA-BASE,US,7555S,08355W,914
891080,,HENRY,US,8900S,00018W,2755
891250,,BYRD USA-BASE,US,8001S,11932W,1515
891750,,BROCKTON USA-BASE,US,7848S,17440W,15
892080,,CLEAN AIR,US,8957S,00001W,2835
892510,,KING SEJONG,KO,6213S,05845W,11
892610,,RACER ROCK,US,6410S,06132W,17
892620,,LARSEN ICE,US,6658S,06033W,17
892640,,URANUS,US,7126S,06856W,780
892660,,BUTLER ISLAND,US,7213S,06020W,91
892680,,NAVY OPERATED(AMOS),US,7501S,06232W,25
892690,,BONAPARTE PARKPOINT,US,6447S,06304W,8
892840,,NAVY OPERATED(AMOS),US,7555S,08355W,1054
893240,,NAVY OPERATED(AMOS),US,8000S,12000W,1530
893270,,MOUNT SIPLE,US,7312S,12703W,30
893710,,SCOTT ISLAND,US,6722S,17958W,30
893740,,NAVY OPERATED(AMOS),US,7821S,17322W,18
893770,,LETTAU,US,8235S,17416W,55
895040,,TROLL,,7200S,00232E,1290
895120,,NOVOLAZAREVSKAJA,RA,7046S,01150E,102
895140,,MAITRI,IN,7046S,01145E,120
895240,,ASUKA JAPAN-BASE,JP,7132S,02408E,931
895320,,SYOWA JAPAN-BASE,JP,6900S,03935E,21
895420,,MOLODEZNAJA,RA,6740S,04551E,40
895640,,MAWSON AUS-BASE   &,AU,6736S,06252E,16
895670,,DOVERS,AU,7014S,06551E,1100
895710,,DAVIS AUS-BASE,AU,6834S,07757E,13
895730,,ZHONGSHAN WX OFFICE,CI,6922S,07622E,18
895740,,PROGRESS,RA,6924S,07624E,64
895920,,MIRNYJ SOVIET-BASE,RA,6633S,09301E,30
896060,,VOSTOK SOVIET-BASE,RA,7827S,10652E,3420
896110,,CASEY AUS-BASE,AU,6617S,11031E,41
896420,,DUMONT D'URVILLE,FR,6640S,14001E,43
896430,,NAVY OPERATED(AMOS),US,6649S,14123E,39
896570,,LENINGRADSKAYA,RA,6930S,15923E,300
896600,,YOUNG ISLAND,US,6617S,16220E,30
896610,,CAPE PHILLIPS,IY,7303S,16936E,201
896620,,BAIA TERRA NOVA,IY,7442S,16406E,80
896630,,LAKE VANDA NZL-BASE,NZ,7732S,16140E,15
896640,,MCMURDO USA-BASE,US,7751S,16640E,34
896650,,SCOTT NZL-BASE,NZ,7751S,16645E,95
896660,,CAPE ROSS,IY,7643S,16258E,201
896670,,PEGASUS NORTH,US,7757S,16631E,20
896740,NZCM,MCMURDO/WILLIAMS FD,US,7752S,16658E,8
897050,,UNIV. WI ID 8932,US,8130S,00344E,2410
897570,,MAWSON (LGB 20 AWS),AU,7350S,05540E,2775
897620,,MAWSON LGB00GE03AWS,AU,6839S,06033E,1850
897680,,MINNA BLUFF,US,7833S,16642E,920
897690,,LINDA,US,7830S,16821E,50
897990,,NICO,US,8900S,09008E,2935
898030,,CASEY (GF 08 AWS),AU,6829S,10210E,2118
898050,,CASEY (GC 46 AWS),AU,7408S,10950E,3070
898100,,CASEY AIRSTRIP,AU,6617S,11048E,390
898110,,LAW DOME SUMMIT,AU,6643S,11256E,1362
898130,,CASEY (GC 41 AWS),AU,7136S,11115E,2740
898140,,CASEY/BALAENA IL,AU,6601S,11105E,10
898280,,DOME C,US,7430S,12300E,3280
898320,,D-10,US,6642S,13948E,240
898340,,D-47,US,6723S,13843E,1560
898360,,D-80,US,7001S,13443E,2500
898600,,LYNN,US,7414S,16017E,1772
898610,,SANDRA,US,7429S,16029E,1525
898620,,NAVY OPERATED(AMOS),US,7442S,16134E,1200
898630,,GILL,US,8002S,17838W,55
898640,,MANUELA,US,7455S,16336E,80
898650,,WHITLOCK,US,7614S,16842E,275
898660,,MARBLE POINT,US,7726S,16345E,120
898670,,NAVY OPERATED(AMOS),US,7730S,16709E,3700
898680,,SCHWERDTFEGER,US,7956S,16950E,60
898690,,MARILYN,US,7957S,16458E,75
898720,,FERRELL,US,7801S,17048E,45
898730,,ELAINE,US,8309S,17428E,60
898790,,POSSESSION ISLAND,US,7156S,17108E,30
910660,PMDY,MIDWAY ISLAND NAF,HI,2813N,17722W,4
911550,1Z6,FRENCH FRIGATE SHLS,HI,2352N,16617W,2
911580,,PRINCEVILLE KAUAI,HI,2213N,15927W,98
911610,,KOKEE/KAUAI ISLAND,HI,2209N,15939W,1280
911620,BKH,BARKING SANDS/KAUAI,HI,2204N,15947W,5
911630,,PORT ALLEN ARPT,HI,2154N,15936W,7
911640,0Z5,KILAUEA PT. (LGT-H),HI,2214N,15924W,57
911650,LIH,LIHUE/KAUAI ISLAND,HI,2159N,15921W,45
911653,PHLI,LIHUE/KAUAI ISLAND,HI,2159N,15920W,45
911660,,MAKAHUENA PT/KAUAI,HI,2152N,15927W,16
911665,1Z4,KOLOA (CGS),HI,2152N,15927W,15
911670,,HANAPEPE/KAUAI ISL&,HI,2155N,15939W,52
911680,,KAPAA/KAUIAI,HI,2204N,15924W,162
911690,,WAIALEE/OAHU ISLAND,HI,2141N,15802W,10
911700,PHHI,WHEELER AFB/OAHU,HI,2129N,15802W,255
911710,,KAENA POINT/OAHU,HI,2134N,15815W,341
911720,,LUALUALEI/OAHU ISL,HI,2126N,15808W,35
911760,PHNG,KANEOHE MCAS/OAHU,HI,2127N,15746W,3
911780,PHNA,BARBERS PT NAS/OAHU,HI,2119N,15804W,15
911803,PHIK,HICKAM AFB/OAHU   &,HI,2119N,15755W,4
911810,,MAKIKI/MANOA/OAHU,HI,2119N,15749W,67
911820,HNL,HONOLULU INTL/OAHU,HI,2121N,15756W,5
911823,PHNL,HONOLULU INTL/OAHU,HI,2119N,15755W,4
911840,,WAIMANALO BEACH,HI,2120N,15743W,18
911860,MKK,MOLOKAI (AMOS),HI,2109N,15706W,137
911890,HKP,KAANAPALI/MAUI ISL,HI,2055N,15641W,3
911900,OGG,KAHULUI ARPT/MAUI,HI,2054N,15626W,20
911903,PHOG,KAHULUI ARPT/MAUI,HI,2054N,15627W,16
911904,JHM,LAHAINA/WEST MAUI,HI,2101N,15638W,40
911905,LNY,LANAI CITY AIRPORT,HI,2047N,15657W,399
911910,,KEAWAKAPU BEACH/MAU,HI,2042N,15627W,3
911940,HNM,HANA ARPT/MAUI    &,HI,2048N,15601W,23
911950,1Z2,UPOLU POINT (CGS) &,HI,2015N,15553W,19
911960,,KAILUA/MAUI ISLAND,HI,2054N,15613W,213
911975,KOA,KEAHOLE POINT/KONA,HI,1944N,15603W,13
911976,MUE,WAIMEA-KOHALA ARPT,HI,2000N,15540W,814
911977,PHSF,BRADSHAW AAF/HAWAII,HI,1947N,15533W,1887
911990,,HAINA/HAWAII ISLAND,HI,2006N,15528W,140
912030,ULI,FALALOP ISLAND(CGS),PN,1002N,13948E,5
912040,,ULIYHI ATOLL,PN,1003N,13948E,2
912113,PGTI,WEST TINIAN,MY,1500N,14538E,82
912120,PGUM,AGANA NAS/BREWER,MY,1329N,14448E,91
912170,PGAC,"GUAM,MARIANA IS",MY,1333N,14450E,111
912180,PGUA,ANDERSEN AFB,MY,1335N,14456E,185
912210,PGRO,ROTA INTL/ROTA ISL,MY,1411N,14515E,185
912220,,PAGAN ISL AWS (AUT),MY,1854N,14536E,2
912310,,TINIAN MARIANA ISL,MY,1500N,14538E,82
912320,PGSN,SAIPAN/ISLEY (CGS),MY,1507N,14544E,65
912330,PGNT,SABANETTAN/TINIAN,MY,1458N,14536E,80
912333,PGWT,PEIPEINIMARU,MY,2003N,14513E,13
912450,PWAK,WAKE ISLAND AIRFLD,WK,1917N,16639E,4
912500,PKMA,ENIWETOK AUX AF,MH,1121N,16221E,5
912510,,ENIWETOK ATOLL AWS,MH,1122N,16221E,2
912580,,UTIRIK ATOLL,MH,1114N,16951E,2
912750,PJON,JOHNSTON ISLAND,PN,1644N,16931W,5
912810,PHKO,KONA/HAWAII ISLAND,HI,1939N,15600W,9
912830,,WAIKII/HAWAII ISL &,HI,1952N,15539W,1432
912850,ITO,HILO/LYMAN FIELD,HI,1943N,15504W,11
912853,PHTO,HILO/GEN. LYMAN FLD,HI,1943N,15503W,12
912870,,CAPE KUMUKSHI,HI,1931N,15449W,15
912930,,SOUTH KONA/HAWAII,HI,1906N,15545W,808
912940,,SOUTH POINT,HI,1900N,15540W,290
913140,,SONSORAL MARSHAL,KA,0520N,13223E,3
913150,,EURIPIK MARSHAL IS,KA,0641N,14305E,3
913170,,WOLEAI ATOLL,KA,0723N,14355E,4
913240,,PULUWAT ATOLL,KA,0721N,14912E,2
913250,,PULUSUK CAROLINE,KA,0642N,14918E,3
913280,,ULUI ATOLL (AMOS),KA,0842N,14942E,2
913340,PTKK,TRUK INTL/MOEN ISL,KA,0728N,15151E,2
913380,,SATAWAN ATOLL,KA,0520N,15344E,2
913390,,LUKUNOR ATOLL,KA,0530N,15349E,3
913430,,OROLUK ISLAND,KA,0738N,15510E,3
913470,,POHNPEI,KA,0658N,15814E,37
913480,PTPN,PONAPE ISLAND,KA,0658N,15813E,46
913520,,PINGELAP ATOLL(AUT),KA,0613N,16043E,4
913530,,PINGELAP ATOLL,KA,0613N,16042E,4
913540,,UJELANG CAROLINE,KA,0946N,16059E,3
913550,PTTK,KOSRAE CAROLINES/V,KA,0521N,16257E,2
913560,PTSA,KUSAIE/KOSRAE EAST,KA,0520N,16302E,4
913650,,UJAE ATOLL AWS(AUT),MH,0854N,16544E,2
913660,PKWA,KWAJALEIN/BUCHOLZ,MH,0844N,16744E,8
913670,,AILINGLAPALAP ATOLL,MH,0716N,16850E,3
913680,,AILINGLAPALAP MARS,MH,0717N,16851E,2
913690,,JALUIT ATOLL,MH,0555N,16939E,3
913710,,WOTJE ATOLL,MH,0928N,17015E,3
913750,,MAJURO MARSHAL IS,MH,0707N,17121E,0
913760,PKMJ,MAJURO/MARSHALL ISL,MH,0705N,17123E,3
913770,,MILI ATOLL AWS(AUT),MH,0606N,17124E,2
913780,,MILI ATOLL/MARSHALL,MH,0605N,17144E,4
913850,PLPA,PALMYRA/COOPER(AUT),LN,0553N,16203W,2
